order_item_id,order_id,product_id,quantity,unit_price,discount
1000142,200075,5074,1,56113.92,0.0
1000143,200075,5029,2,68249.17,0.1
1000144,200076,5050,1,56369.39,0.15
1000145,200077,5167,2,4726.83,0.15
1000146,200078,5169,2,16839.31,0.0
1000147,200079,5156,2,56675.14,0.0
1000148,200079,5154,1,40723.49,0.1
1000149,200080,5206,1,58467.83,0.0
1000150,200081,5154,3,40723.49,0.05
1000151,200082,5156,1,56675.14,0.0
1000152,200083,5202,1,60728.55,0.0
1000153,200084,5140,2,36072.98,0.15
1000154,200084,5218,1,52780.9,0.05
1000155,200085,5035,2,21801.91,0.1
1000156,200086,5247,1,32345.67,0.0
1000157,200086,5081,3,15994.98,0.15
1000158,200086,5085,1,18689.28,0.0
1000159,200087,5139,2,32826.93,0.3
1000160,200087,5051,1,5515.2,0.1
1000161,200087,5121,3,47126.38,0.1
1000162,200088,5070,1,30502.3,0.2
1000163,200088,5043,3,34705.96,0.15
1000164,200088,5026,1,77725.16,0.15
1000165,200089,5060,1,33825.77,0.0
1000166,200090,5237,3,14486.85,0.1
1000167,200090,5073,1,18918.59,0.15
1000168,200090,5162,3,14888.8,0.0
1000169,200091,5136,2,52780.54,0.1
1000170,200092,5060,1,33825.77,0.05
1000171,200092,5062,1,375.72,0.3
1000172,200092,5081,1,15994.98,0.3
1000173,200092,5100,2,5944.8,0.0
1000174,200093,5054,1,4393.11,0.1
1000175,200093,5137,1,13069.65,0.0
1000176,200094,5043,1,34705.96,0.05
1000177,200094,5134,2,48738.85,0.0
1000178,200095,5221,1,37612.88,0.1
1000179,200096,5198,1,21725.27,0.0
1000180,200096,5212,1,4629.93,0.15
1000181,200096,5144,1,19583.16,0.3
1000182,200096,5061,4,30127.71,0.05
1000183,200097,5075,1,31067.58,0.05
1000184,200097,5018,2,31948.2,0.05
1000185,200098,5213,1,33200.28,0.0
1000186,200099,5189,1,3168.17,0.15
1000187,200100,5176,1,14371.6,0.15
1000188,200100,5176,2,14371.6,0.15
1000189,200100,5171,1,52643.32,0.05
1000190,200101,5246,1,61413.96,0.1
1000191,200101,5163,1,62863.52,0.15
1000192,200101,5090,1,56217.93,0.3
1000193,200102,5212,2,4629.93,0.0
1000194,200103,5042,2,67874.77,0.05
1000195,200104,5010,1,60450.29,0.15
1000196,200105,5124,2,40640.25,0.0
1000197,200106,5204,1,42499.16,0.15
1000198,200106,5119,1,28094.1,0.05
1000199,200106,5137,1,13069.65,0.0
1000200,200107,5146,1,27448.23,0.2
1000201,200108,5054,1,4393.11,0.05
1000202,200109,5201,1,46161.04,0.0
1000203,200109,5202,2,60728.55,0.05
1000204,200109,5089,1,36951.82,0.2
1000205,200110,5213,1,33200.28,0.1
1000206,200110,5048,1,30119.24,0.05
1000207,200111,5111,1,78486.91,0.1
1000208,200111,5093,2,14025.22,0.0
1000209,200112,5097,1,44773.25,0.2
1000210,200112,5013,2,57044.0,0.1
1000211,200113,5082,1,46405.69,0.15
1000212,200113,5075,2,31067.58,0.05
1000213,200114,5019,2,53865.59,0.2
1000214,200114,5173,2,66699.81,0.1
1000215,200114,5012,1,10517.29,0.15
1000216,200115,5144,1,19583.16,0.05
1000217,200116,5014,2,7806.43,0.1
1000218,200116,5006,2,14350.97,0.0
1000219,200116,5068,1,3208.18,0.0
1000220,200116,5183,1,16564.36,0.1
1000221,200117,5201,1,46161.04,0.05
1000222,200117,5044,1,12759.09,0.0
1000223,200117,5128,2,73878.87,0.15
1000224,200118,5035,2,21801.91,0.1
1000225,200119,5011,1,62902.32,0.05
1000226,200120,5235,1,42939.39,0.0
1000227,200120,5155,1,1261.24,0.0
1000228,200121,5239,2,41858.94,0.1
1000229,200122,5142,1,42455.88,0.1
1000230,200122,5023,2,57019.3,0.15
1000231,200123,5068,3,3208.18,0.1
1000232,200123,5204,2,42499.16,0.0
1000233,200124,5239,2,41858.94,0.3
1000234,200124,5190,1,42358.86,0.15
1000235,200124,5216,1,4711.09,0.1
1000236,200124,5034,2,19530.07,0.1
1000237,200125,5238,1,23012.47,0.0
1000238,200126,5089,4,36951.82,0.05
1000239,200127,5182,1,44393.68,0.1
1000240,200128,5111,4,78486.91,0.2
1000241,200129,5194,1,23915.3,0.15
1000242,200129,5009,2,26525.92,0.05
1000243,200129,5127,1,29240.78,0.05
1000244,200130,5032,2,70716.73,0.0
1000245,200130,5203,1,55564.81,0.0
1000246,200130,5013,1,57044.0,0.15
1000247,200131,5072,3,48183.37,0.1
1000248,200132,5066,3,1408.49,0.15
1000249,200132,5231,1,38431.27,0.0
1000250,200133,5229,1,62902.14,0.15
1000251,200134,5082,1,46405.69,0.05
1000252,200135,5057,1,38306.72,0.15
1000253,200135,5175,2,18910.47,0.05
1000254,200135,5217,1,9572.79,0.05
1000255,200136,5142,1,42455.88,0.1
1000256,200137,5220,2,21967.48,0.2
1000257,200138,5079,1,6489.27,0.05
1000258,200139,5213,2,33200.28,0.1
1000259,200140,5196,2,21224.04,0.1
1000260,200141,5069,2,60943.44,0.05
1000261,200141,5174,1,33152.89,0.2
1000262,200141,5151,1,43889.88,0.0
1000263,200142,5087,1,7226.79,0.05
1000264,200143,5143,1,50546.12,0.0
1000265,200144,5250,4,59608.1,0.05
1000266,200144,5110,2,51525.25,0.15
1000267,200145,5075,1,31067.58,0.1
1000268,200145,5216,2,4711.09,0.3
1000269,200146,5175,1,18910.47,0.2
1000270,200147,5245,1,6706.77,0.05
1000271,200147,5145,2,50582.17,0.0
1000272,200147,5246,1,61413.96,0.15
1000273,200148,5195,1,58669.03,0.1
1000274,200149,5186,2,18555.62,0.0
1000275,200150,5218,1,52780.9,0.0
1000276,200150,5139,2,32826.93,0.2
1000277,200151,5041,2,31149.47,0.15
1000278,200151,5073,2,18918.59,0.1
1000279,200152,5113,2,68865.43,0.3
1000280,200152,5075,1,31067.58,0.15
1000281,200152,5182,2,44393.68,0.05
1000282,200152,5093,3,14025.22,0.0
1000283,200153,5100,2,5944.8,0.2
1000284,200154,5154,1,40723.49,0.1
1000285,200154,5031,1,59374.12,0.15
1000286,200155,5245,2,6706.77,0.1
1000287,200156,5125,4,6540.45,0.0
1000288,200157,5077,3,12398.37,0.1
1000289,200158,5022,2,53244.52,0.05
1000290,200159,5232,3,8228.77,0.1
1000291,200160,5030,1,17995.47,0.0
1000292,200161,5071,1,1006.16,0.0
1000293,200161,5230,2,22521.75,0.05
1000294,200162,5116,1,37580.28,0.1
1000295,200163,5130,2,49364.28,0.0
1000296,200163,5236,1,65747.31,0.2
1000297,200164,5002,2,38998.44,0.0
1000298,200165,5172,1,4239.47,0.05
1000299,200165,5232,3,8228.77,0.0
1000300,200166,5191,2,28565.45,0.2
1000301,200166,5127,1,29240.78,0.05
1000302,200167,5228,1,11245.05,0.0
1000303,200167,5232,2,8228.77,0.1
1000304,200168,5215,2,32322.68,0.2
1000305,200168,5038,2,4722.76,0.05
1000306,200169,5228,1,11245.05,0.1
1000307,200169,5207,2,24287.8,0.1
1000308,200170,5182,1,44393.68,0.3
1000309,200171,5176,1,14371.6,0.05
1000310,200172,5190,2,42358.86,0.0
1000311,200172,5216,1,4711.09,0.05
1000312,200173,5090,1,56217.93,0.2
1000313,200173,5014,1,7806.43,0.3
1000314,200174,5140,2,36072.98,0.2
1000315,200175,5026,2,77725.16,0.1
1000316,200175,5067,2,6663.94,0.1
1000317,200176,5057,1,38306.72,0.05
1000318,200177,5187,1,55244.46,0.1
1000319,200177,5105,1,76837.69,0.0
1000320,200178,5136,1,52780.54,0.1
1000321,200178,5111,1,78486.91,0.3
1000322,200179,5224,1,34512.87,0.2
1000323,200180,5062,1,375.72,0.05
1000324,200180,5012,3,10517.29,0.0
1000325,200180,5222,1,35523.97,0.1
1000326,200181,5198,2,21725.27,0.0
1000327,200181,5190,2,42358.86,0.1
1000328,200182,5160,1,11630.6,0.1
1000329,200183,5099,2,24134.72,0.0
1000330,200184,5034,3,19530.07,0.15
1000331,200185,5142,3,42455.88,0.05
1000332,200186,5237,1,14486.85,0.1
1000333,200187,5030,2,17995.47,0.2
1000334,200187,5201,2,46161.04,0.0
1000335,200187,5197,1,28049.13,0.0
1000336,200188,5016,1,36681.19,0.3
1000337,200189,5237,1,14486.85,0.0
1000338,200190,5025,1,6471.89,0.1
1000339,200191,5112,2,21588.83,0.1
1000340,200191,5064,2,1071.6,0.0
1000341,200192,5196,2,21224.04,0.15
1000342,200192,5075,3,31067.58,0.3
1000343,200192,5086,1,24264.53,0.15
1000344,200193,5096,1,34899.18,0.05
1000345,200193,5058,1,59334.46,0.1
1000346,200194,5059,1,60074.85,0.3
1000347,200195,5209,4,36633.77,0.05
1000348,200195,5012,1,10517.29,0.1
1000349,200195,5206,1,58467.83,0.15
1000350,200195,5164,1,53390.93,0.15
1000351,200196,5119,1,28094.1,0.3
1000352,200197,5075,1,31067.58,0.0
1000353,200197,5104,1,14643.7,0.1
1000354,200197,5243,1,50341.38,0.0
1000355,200198,5197,1,28049.13,0.05
1000356,200199,5139,1,32826.93,0.1
1000357,200200,5134,1,48738.85,0.1
1000358,200200,5043,2,34705.96,0.05
1000359,200201,5134,2,48738.85,0.1
1000360,200202,5010,1,60450.29,0.0
1000361,200202,5214,1,72753.69,0.15
1000362,200203,5095,2,14624.64,0.2
1000363,200203,5093,3,14025.22,0.15
1000364,200204,5110,1,51525.25,0.1
1000365,200205,5213,3,33200.28,0.15
1000366,200206,5200,1,24864.32,0.15
1000367,200206,5237,2,14486.85,0.2
1000368,200206,5093,1,14025.22,0.05
1000369,200207,5126,1,60128.87,0.15
1000370,200207,5133,1,41441.71,0.0
1000371,200208,5083,1,70397.92,0.1
1000372,200209,5200,1,24864.32,0.1
1000373,200210,5048,1,30119.24,0.15
1000374,200211,5101,1,33608.85,0.1
1000375,200212,5134,1,48738.85,0.05
1000376,200213,5136,1,52780.54,0.1
1000377,200214,5004,1,29418.25,0.3
1000378,200215,5064,2,1071.6,0.2
1000379,200215,5216,1,4711.09,0.1
1000380,200215,5139,2,32826.93,0.0
1000381,200215,5206,1,58467.83,0.05
1000382,200216,5114,1,10929.13,0.1
1000383,200216,5190,2,42358.86,0.05
1000384,200216,5120,1,48788.44,0.3
1000385,200217,5113,2,68865.43,0.1
1000386,200217,5153,1,54856.13,0.3
1000387,200218,5241,1,62669.92,0.0
1000388,200218,5029,3,68249.17,0.05
1000389,200219,5054,1,4393.11,0.0
1000390,200220,5049,2,3400.6,0.15
1000391,200220,5084,1,61606.9,0.15
1000392,200221,5053,2,10893.77,0.15
1000393,200222,5233,1,56982.98,0.05
1000394,200223,5012,2,10517.29,0.3
1000395,200223,5102,1,27858.4,0.2
1000396,200223,5024,1,62632.18,0.1
1000397,200224,5200,1,24864.32,0.0
1000398,200224,5130,4,49364.28,0.0
1000399,200225,5041,1,31149.47,0.0
1000400,200225,5165,1,68412.72,0.05
1000401,200226,5057,2,38306.72,0.1
1000402,200226,5210,1,33636.27,0.1
1000403,200226,5130,1,49364.28,0.15
1000404,200227,5050,2,56369.39,0.1
1000405,200227,5069,2,60943.44,0.15
1000406,200228,5112,1,21588.83,0.05
1000407,200229,5021,3,64016.09,0.05
1000408,200229,5237,3,14486.85,0.15
1000409,200229,5070,1,30502.3,0.05
1000410,200229,5119,1,28094.1,0.15
1000411,200230,5132,1,18539.04,0.05
1000412,200230,5177,1,11970.85,0.05
1000413,200231,5156,1,56675.14,0.05
1000414,200231,5222,3,35523.97,0.15
1000415,200231,5181,1,37920.07,0.15
1000416,200232,5005,4,17668.54,0.0
1000417,200233,5231,1,38431.27,0.2
1000418,200233,5018,1,31948.2,0.1
1000419,200233,5176,2,14371.6,0.2
1000420,200234,5117,1,23169.23,0.15
1000421,200235,5239,3,41858.94,0.15
1000422,200236,5034,4,19530.07,0.0
1000423,200237,5069,1,60943.44,0.0
1000424,200237,5121,4,47126.38,0.1
1000425,200238,5209,1,36633.77,0.15
1000426,200238,5122,1,14520.43,0.2
1000427,200238,5191,1,28565.45,0.05
1000428,200239,5144,1,19583.16,0.3
1000429,200240,5239,1,41858.94,0.3
1000430,200241,5043,1,34705.96,0.05
1000431,200242,5242,1,39405.82,0.1
1000432,200242,5191,1,28565.45,0.3
1000433,200243,5127,1,29240.78,0.05
1000434,200243,5139,2,32826.93,0.15
1000435,200244,5140,1,36072.98,0.0
1000436,200244,5143,2,50546.12,0.1
1000437,200245,5078,2,34641.26,0.0
1000438,200246,5164,1,53390.93,0.0
1000439,200247,5061,2,30127.71,0.05
1000440,200248,5044,1,12759.09,0.1
1000441,200248,5061,1,30127.71,0.2
1000442,200249,5095,2,14624.64,0.05
1000443,200249,5172,2,4239.47,0.1
1000444,200250,5124,1,40640.25,0.1
1000445,200251,5024,1,62632.18,0.1
1000446,200251,5126,2,60128.87,0.15
1000447,200252,5069,2,60943.44,0.3
1000448,200253,5212,2,4629.93,0.0
1000449,200254,5153,1,54856.13,0.2
1000450,200254,5204,1,42499.16,0.1
1000451,200255,5065,1,44735.77,0.1
1000452,200256,5182,1,44393.68,0.15
1000453,200256,5186,1,18555.62,0.1
1000454,200257,5075,1,31067.58,0.05
1000455,200257,5196,1,21224.04,0.1
1000456,200258,5078,2,34641.26,0.1
1000457,200258,5094,2,50119.8,0.0
1000458,200259,5118,1,66285.61,0.2
1000459,200260,5064,1,1071.6,0.0
1000460,200261,5064,2,1071.6,0.05
1000461,200262,5181,1,37920.07,0.15
1000462,200262,5246,2,61413.96,0.05
1000463,200263,5146,1,27448.23,0.2
1000464,200263,5039,2,50037.66,0.0
1000465,200264,5171,2,52643.32,0.1
1000466,200265,5147,2,51457.87,0.1
1000467,200266,5062,1,375.72,0.15
1000468,200267,5118,2,66285.61,0.1
1000469,200268,5186,1,18555.62,0.1
1000470,200269,5082,1,46405.69,0.1
1000471,200270,5078,1,34641.26,0.0
1000472,200270,5228,1,11245.05,0.0
1000473,200271,5242,1,39405.82,0.0
1000474,200271,5229,3,62902.14,0.05
1000475,200272,5238,1,23012.47,0.2
1000476,200272,5155,1,1261.24,0.1
1000477,200273,5233,3,56982.98,0.3
1000478,200274,5077,1,12398.37,0.15
1000479,200274,5162,1,14888.8,0.05
1000480,200274,5018,2,31948.2,0.15
1000481,200275,5091,1,25689.04,0.2
1000482,200275,5044,1,12759.09,0.15
1000483,200276,5247,2,32345.67,0.05
1000484,200276,5132,1,18539.04,0.0
1000485,200277,5249,2,37675.05,0.0
1000486,200277,5107,1,32800.94,0.3
1000487,200278,5024,3,62632.18,0.2
1000488,200279,5043,1,34705.96,0.1
1000489,200280,5099,1,24134.72,0.0
1000490,200280,5012,1,10517.29,0.05
1000491,200281,5114,3,10929.13,0.0
1000492,200281,5171,4,52643.32,0.1
1000493,200282,5215,2,32322.68,0.2
1000494,200283,5161,2,67037.98,0.1
1000495,200283,5095,2,14624.64,0.1
1000496,200284,5032,1,70716.73,0.1
1000497,200285,5019,1,53865.59,0.15
1000498,200286,5179,1,11001.54,0.15
1000499,200287,5213,1,33200.28,0.05
1000500,200288,5062,3,375.72,0.0
1000501,200288,5154,4,40723.49,0.15
1000502,200288,5062,1,375.72,0.0
1000503,200288,5010,1,60450.29,0.15
1000504,200289,5111,1,78486.91,0.3
1000505,200289,5193,2,40300.37,0.0
1000506,200290,5216,2,4711.09,0.3
1000507,200290,5191,2,28565.45,0.0
1000508,200291,5080,1,52513.0,0.0
1000509,200292,5247,1,32345.67,0.0
1000510,200292,5066,1,1408.49,0.05
1000511,200293,5097,1,44773.25,0.05
1000512,200293,5060,3,33825.77,0.3
1000513,200294,5228,1,11245.05,0.3
1000514,200294,5180,4,56074.46,0.1
1000515,200294,5177,2,11970.85,0.1
1000516,200294,5049,1,3400.6,0.0
1000517,200295,5200,4,24864.32,0.05
1000518,200296,5146,1,27448.23,0.0
1000519,200296,5075,1,31067.58,0.1
1000520,200297,5152,1,39798.26,0.05
1000521,200297,5050,1,56369.39,0.1
1000522,200298,5065,1,44735.77,0.1
1000523,200298,5016,2,36681.19,0.05
1000524,200298,5184,2,39169.08,0.1
1000525,200299,5147,2,51457.87,0.1
1000526,200299,5002,1,38998.44,0.15
1000527,200300,5075,1,31067.58,0.0
1000528,200301,5047,1,8695.54,0.05
1000529,200302,5057,2,38306.72,0.0
1000530,200303,5142,1,42455.88,0.2
1000531,200304,5107,1,32800.94,0.15
1000532,200305,5054,1,4393.11,0.1
1000533,200306,5157,3,45815.88,0.15
1000534,200307,5228,1,11245.05,0.0
1000535,200308,5033,1,38233.95,0.2
1000536,200308,5220,3,21967.48,0.0
1000537,200308,5183,2,16564.36,0.0
1000538,200309,5153,2,54856.13,0.15
1000539,200310,5026,3,77725.16,0.05
1000540,200311,5191,1,28565.45,0.2
1000541,200311,5004,3,29418.25,0.0
1000542,200312,5142,1,42455.88,0.1
1000543,200312,5200,1,24864.32,0.2
1000544,200312,5095,1,14624.64,0.1
1000545,200313,5247,2,32345.67,0.1
1000546,200313,5067,1,6663.94,0.2
1000547,200314,5023,1,57019.3,0.1
1000548,200314,5132,1,18539.04,0.1
1000549,200315,5211,2,39915.21,0.0
1000550,200315,5249,2,37675.05,0.0
1000551,200316,5197,1,28049.13,0.1
1000552,200317,5142,1,42455.88,0.0
1000553,200317,5206,2,58467.83,0.15
1000554,200317,5203,1,55564.81,0.1
1000555,200318,5162,1,14888.8,0.0
1000556,200319,5077,1,12398.37,0.05
1000557,200320,5001,1,7130.66,0.05
1000558,200321,5191,2,28565.45,0.05
1000559,200321,5016,2,36681.19,0.0
1000560,200322,5034,1,19530.07,0.0
1000561,200323,5039,1,50037.66,0.15
1000562,200324,5210,1,33636.27,0.1
1000563,200325,5250,1,59608.1,0.05
1000564,200325,5100,3,5944.8,0.1
1000565,200325,5179,1,11001.54,0.05
1000566,200326,5098,2,56166.19,0.0
1000567,200327,5221,1,37612.88,0.0
1000568,200328,5035,1,21801.91,0.15
1000569,200329,5023,1,57019.3,0.2
1000570,200329,5097,4,44773.25,0.0
1000571,200330,5084,2,61606.9,0.0
1000572,200331,5015,2,55259.57,0.0
1000573,200331,5184,1,39169.08,0.1
1000574,200331,5022,1,53244.52,0.0
1000575,200332,5016,1,36681.19,0.15
1000576,200333,5078,3,34641.26,0.1
1000577,200333,5230,1,22521.75,0.0
1000578,200334,5037,4,14127.86,0.15
1000579,200334,5220,2,21967.48,0.0
1000580,200335,5106,1,48710.64,0.15
1000581,200336,5182,2,44393.68,0.05
1000582,200337,5195,1,58669.03,0.15
1000583,200338,5219,2,18158.38,0.05
1000584,200339,5089,1,36951.82,0.1
1000585,200339,5212,1,4629.93,0.1
1000586,200339,5038,1,4722.76,0.1
1000587,200340,5018,1,31948.2,0.05
1000588,200341,5103,1,68903.36,0.15
1000589,200342,5134,1,48738.85,0.05
1000590,200342,5055,1,52899.91,0.05
1000591,200342,5036,1,,0.2
1000592,200343,5126,1,60128.87,0.1
1000593,200343,5178,2,21213.16,0.1
1000594,200343,5214,1,72753.69,0.15
1000595,200344,5128,1,73878.87,0.05
1000596,200345,5206,3,58467.83,0.15
1000597,200345,5021,1,64016.09,0.2
1000598,200346,5101,1,33608.85,0.0
1000599,200347,5111,1,78486.91,0.3
1000600,200348,5201,1,46161.04,0.2
1000601,200348,5116,1,37580.28,0.15
1000602,200349,5068,1,3208.18,0.05
1000603,200349,5212,1,4629.93,0.05
1000604,200350,5047,1,8695.54,0.15
1000605,200350,5236,1,65747.31,0.2
1000606,200351,5059,2,60074.85,0.05
1000607,200351,5052,3,30193.61,0.1
1000608,200351,5023,1,57019.3,0.15
1000609,200352,5168,1,49827.72,0.1
1000610,200352,5214,2,72753.69,0.2
1000611,200353,5105,1,76837.69,0.05
1000612,200353,5172,1,4239.47,0.15
1000613,200354,5036,1,33706.56,0.05
1000614,200354,5105,1,76837.69,0.3
1000615,200355,5247,1,32345.67,0.05
1000616,200356,5212,2,4629.93,0.1
1000617,200357,5205,1,21516.5,0.0
1000618,200357,5022,1,53244.52,0.0
1000619,200358,5079,1,6489.27,0.1
1000620,200358,5094,3,50119.8,0.05
1000621,200359,5139,2,32826.93,0.1
1000622,200359,5050,1,56369.39,0.0
1000623,200360,5216,1,4711.09,0.05
1000624,200361,5217,1,9572.79,0.15
1000625,200362,5076,3,42231.66,0.0
1000626,200363,5141,1,63027.8,0.05
1000627,200363,5022,1,53244.52,0.0
1000628,200364,5180,1,56074.46,0.1
1000629,200365,5181,1,37920.07,0.1
1000630,200366,5250,2,59608.1,0.15
1000631,200367,5081,3,15994.98,0.3
1000632,200368,5040,1,25999.86,0.1
1000633,200368,5096,2,34899.18,0.15
1000634,200369,5237,1,14486.85,0.2
1000635,200369,5026,1,77725.16,0.15
1000636,200370,5110,1,51525.25,0.1
1000637,200370,5226,1,19388.21,0.0
1000638,200371,5235,1,42939.39,0.05
1000639,200371,5002,1,38998.44,0.05
1000640,200372,5134,1,48738.85,0.2
1000641,200372,5019,1,53865.59,0.2
1000642,200372,5197,1,28049.13,0.05
1000643,200373,5201,3,46161.04,0.0
1000644,200373,5236,1,65747.31,0.15
1000645,200373,5194,1,23915.3,0.2
1000646,200374,5009,4,26525.92,0.15
1000647,200374,5081,2,15994.98,0.05
1000648,200375,5216,1,4711.09,0.0
1000649,200375,5168,1,49827.72,0.3
1000650,200375,5105,1,76837.69,0.1
1000651,200376,5155,4,1261.24,0.15
1000652,200376,5211,1,39915.21,0.1
1000653,200376,5098,2,56166.19,0.0
1000654,200376,5125,1,6540.45,0.0
1000655,200377,5173,1,66699.81,0.1
1000656,200378,5045,1,61595.6,0.2
1000657,200378,5051,3,5515.2,0.05
1000658,200378,5139,1,32826.93,0.1
1000659,200378,5192,1,37280.9,0.1
1000660,200379,5140,3,36072.98,0.05
1000661,200379,5180,1,56074.46,0.05
1000662,200380,5062,2,375.72,0.0
1000663,200380,5008,2,35755.93,0.0
1000664,200381,5213,1,33200.28,0.1
