customer_id,customer_name,gender,age,city,state,customer_segment,registration_date,acquisition_channel
10049,Customer_10049,Male,24,Surat,Gujarat,Corporate,2025-12-17,Organic Search
10050,Customer_10050,Other,44,New Delhi,Delhi,Consumer,2024-02-24,Organic Search
10051,Customer_10051,Female,28,Amritsar,Punjab,Consumer,2023-11-19,Direct
10052,Customer_10052,Male,54,Lucknow,Uttar Pradesh,Corporate,2022-03-30,Social Media
10053,Customer_10053,Female,25,Gurugram,Haryana,Corporate,2022-12-29,Organic Search
10054,Customer_10054,Male,28,Bhopal,Madhya Pradesh,Consumer,2025-05-22,Organic Search
10055,Customer_10055,Male,41,Vadodara,Gujarat,Consumer,2024-10-29,Organic Search
10056,Customer_10056,Male,47,Faridabad,Haryana,Corporate,2022-11-18,Organic Search
10057,Customer_10057,Male,47,Nagpur,Maharashtra,Consumer,2024-02-16,Organic Search
10058,Customer_10058,Male,32,Delhi,Delhi,Home Office,2023-01-06,Organic Search
10059,Customer_10059,Female,52,Nashik,Maharashtra,Consumer,2024-03-19,Direct
10060,Customer_10060,Female,56,Mysuru,Karnataka,Consumer,2025-12-08,Referral
10061,Customer_10061,Male,41,Chennai,Tamil Nadu,Consumer,2022-08-29,Social Media
10062,Customer_10062,Female,25,Delhi,Delhi,Home Office,2023-04-09,Paid Ads
10063,Customer_10063,Female,60,Lucknow,Uttar Pradesh,Consumer,2022-04-20,Email
10064,Customer_10064,Female,59,Bengaluru,Karnataka,Consumer,2023-04-10,Organic Search
10065,Customer_10065,Female,37,Bengaluru,Karnataka,Consumer,2022-05-21,Social Media
10066,Customer_10066,Male,58,Vadodara,Gujarat,Corporate,2024-05-17,Email
10067,Customer_10067,Male,43,Mumbai,Maharashtra,Consumer,2025-06-07,Referral
10068,Customer_10068,Female,41,Noida,Uttar Pradesh,Consumer,2024-12-12,Paid Ads
10069,Customer_10069,Male,39,Nagpur,Maharashtra,Consumer,2023-11-01,Referral
10070,Customer_10070,Male,22,Amritsar,Punjab,Consumer,2023-05-13,Organic Search
10071,Customer_10071,Male,32,Kanpur,Uttar Pradesh,Consumer,2023-10-13,Email
10072,Customer_10072,Male,53,Delhi,Delhi,Consumer,2024-10-17,Organic Search
10073,Customer_10073,Male,54,Pune,Maharashtra,Consumer,2025-11-27,Organic Search
10074,Customer_10074,Male,46,Kanpur,Uttar Pradesh,Corporate,2024-09-08,Social Media
10075,Customer_10075,Male,32,Kolkata,West Bengal,Corporate,2022-01-03,Paid Ads
10076,Customer_10076,Female,44,Kolkata,West Bengal,Home Office,2024-02-16,Email
10077,Customer_10077,Female,25,Kanpur,Uttar Pradesh,Consumer,2025-10-19,Paid Ads
10078,Customer_10078,Male,46,Mumbai,Maharashtra,Corporate,2025-06-03,Social Media
10079,Customer_10079,Male,36,Bengaluru,Karnataka,Consumer,2023-04-01,Paid Ads
10080,Customer_10080,Male,48,Nashik,Maharashtra,Consumer,2022-01-08,Paid Ads
10081,Customer_10081,Male,26,Bhopal,Madhya Pradesh,Consumer,2022-11-30,Direct
10082,Customer_10082,Male,27,Surat,Gujarat,Consumer,2022-11-08,Organic Search
10083,Customer_10083,Male,54,Mysuru,Karnataka,Consumer,2024-04-13,Organic Search
10084,Customer_10084,Female,27,Nagpur,Maharashtra,Consumer,2022-08-10,Social Media
10085,Customer_10085,Female,50,Bengaluru,Karnataka,Consumer,2023-09-20,Social Media
10086,Customer_10086,Male,42,Mysuru,Karnataka,Consumer,2023-05-26,Paid Ads
10087,Customer_10087,Male,21,Kolkata,West Bengal,Consumer,2025-12-24,Referral
10088,Customer_10088,Female,22,Jaipur,Rajasthan,Consumer,2023-03-19,Organic Search
10089,Customer_10089,Female,40,Bhopal,Madhya Pradesh,Consumer,2024-03-30,Referral
10090,Customer_10090,Female,56,Hyderabad,Telangana,Consumer,2024-06-09,Organic Search
10091,Customer_10091,Female,22,Nagpur,Maharashtra,Consumer,2023-07-15,Social Media
10092,Customer_10092,Male,25,Kolkata,West Bengal,Consumer,2022-12-23,Organic Search
10093,Customer_10093,Male,34,Kanpur,Uttar Pradesh,Consumer,2023-12-31,Organic Search
10094,Customer_10094,Female,18,Vadodara,Gujarat,Corporate,2024-06-15,Direct
10095,Customer_10095,Male,29,Lucknow,Uttar Pradesh,Consumer,2023-08-22,Paid Ads
10096,Customer_10096,Other,52,Warangal,Telangana,Consumer,2023-02-07,Paid Ads
10097,Customer_10097,Female,31,Warangal,Telangana,Corporate,2023-01-08,Paid Ads
10098,Customer_10098,Female,35,Chennai,Tamil Nadu,Consumer,2022-05-25,Referral
10099,Customer_10099,Male,27,Pune,Maharashtra,Consumer,2023-05-07,Social Media
10100,Customer_10100,Female,32,Mumbai,Maharashtra,Consumer,2023-10-11,Social Media
10101,Customer_10101,Male,59,Nagpur,Maharashtra,Consumer,2022-05-03,Direct
10102,Customer_10102,Male,50,Jaipur,Rajasthan,Consumer,2024-03-29,Social Media
10103,Customer_10103,Male,36,Bengaluru,Karnataka,Corporate,2022-09-06,Organic Search
10104,Customer_10104,Female,51,Warangal,Telangana,Consumer,2022-08-21,Organic Search
10105,Customer_10105,Female,42,Gurugram,Haryana,Consumer,2024-10-23,Organic Search
10106,Customer_10106,Male,33,Delhi,Delhi,Consumer,2022-04-18,Organic Search
10107,Customer_10107,Male,25,Chennai,Tamil Nadu,Corporate,2025-11-15,Paid Ads
10108,Customer_10108,Female,52,Lucknow,Uttar Pradesh,Home Office,2023-09-25,Organic Search
10109,Customer_10109,Female,38,Delhi,Delhi,Consumer,2025-06-13,Social Media
10110,Customer_10110,Female,36,Mumbai,Maharashtra,Consumer,2023-01-24,Organic Search
10111,Customer_10111,Male,28,Bengaluru,Karnataka,Consumer,2024-08-26,Social Media
10112,Customer_10112,Male,28,Pune,Maharashtra,Consumer,2022-04-07,Direct
10113,Customer_10113,Female,28,Faridabad,Haryana,Consumer,2025-01-01,Social Media
10114,Customer_10114,Male,39,Lucknow,Uttar Pradesh,Consumer,2023-10-18,Paid Ads
10115,Customer_10115,Female,38,Jaipur,Rajasthan,Home Office,2023-08-27,Referral
10116,Customer_10116,Female,44,Bhopal,Madhya Pradesh,Consumer,2025-09-26,Social Media
10117,Customer_10117,Male,35,Kanpur,Uttar Pradesh,Consumer,2023-07-20,Direct
10118,Customer_10118,Male,59,New Delhi,Delhi,Consumer,2024-01-04,Referral
10119,Customer_10119,Female,57,Bhopal,Madhya Pradesh,Consumer,2022-05-30,Paid Ads
10120,Customer_10120,Male,55,Surat,Gujarat,Consumer,2024-04-19,Organic Search
10121,Customer_10121,Male,47,Kanpur,Uttar Pradesh,Corporate,2024-11-14,Organic Search
10122,Customer_10122,Female,50,Indore,Madhya Pradesh,Consumer,2023-02-28,Social Media
10123,Customer_10123,Male,38,Bengaluru,Karnataka,Home Office,2024-03-01,Paid Ads
10124,Customer_10124,Female,19,Mumbai,Maharashtra,Consumer,2022-09-21,Email
10125,Customer_10125,Male,30,Delhi,Delhi,Consumer,2024-04-30,Direct
10126,Customer_10126,Female,19,Chennai,Tamil Nadu,Consumer,2024-02-12,Direct
10127,Customer_10127,Male,60,Noida,Uttar Pradesh,Corporate,2023-02-28,Social Media
10128,Customer_10128,Male,48,Indore,Madhya Pradesh,Consumer,2025-12-15,Referral
10129,Customer_10129,Female,27,Nagpur,Maharashtra,Consumer,2024-08-13,Organic Search
10130,Customer_10130,Female,40,Hyderabad,Telangana,Consumer,2025-12-04,Social Media
10131,Customer_10131,Male,39,Coimbatore,Tamil Nadu,Home Office,2023-11-12,Organic Search
10132,Customer_10132,Male,46,New Delhi,Delhi,Consumer,2022-10-22,Organic Search
10133,Customer_10133,Female,50,Nashik,Maharashtra,Consumer,2022-02-05,Referral
10134,Customer_10134,Male,48,Mysuru,Karnataka,Consumer,2024-05-11,Email
10135,Customer_10135,Other,31,Gurugram,Haryana,Consumer,2024-01-18,Direct
10136,Customer_10136,Other,27,Mysuru,Karnataka,Consumer,2022-08-22,Paid Ads
10137,Customer_10137,Female,35,Hyderabad,Telangana,Consumer,2022-07-04,Paid Ads
10138,Customer_10138,Male,28,Kolkata,West Bengal,Corporate,2022-04-25,Social Media
10139,Customer_10139,Male,56,Mysuru,Karnataka,Consumer,2022-12-02,Referral
10140,Customer_10140,Female,20,Ludhiana,Punjab,Corporate,2025-04-19,Referral
10141,Customer_10141,Male,19,Amritsar,Punjab,Corporate,2024-01-08,Organic Search
10142,Customer_10142,Male,25,Delhi,Delhi,Consumer,2023-10-22,Organic Search
10143,Customer_10143,Male,48,Hyderabad,Telangana,Consumer,2025-07-02,Organic Search
10144,Customer_10144,Male,25,Bengaluru,Karnataka,Corporate,2023-12-17,Paid Ads
10145,Customer_10145,Male,60,Bengaluru,Karnataka,Consumer,2024-08-02,Referral
10146,Customer_10146,Male,19,Mumbai,Maharashtra,Consumer,2023-03-05,Referral
10147,Customer_10147,Female,39,Surat,Gujarat,Corporate,2025-03-21,Social Media
10148,Customer_10148,Male,22,Warangal,Telangana,Consumer,2024-02-05,Email
10149,Customer_10149,Male,24,Pune,Maharashtra,Corporate,2023-12-20,Direct
10150,Customer_10150,Male,37,Mysuru,Karnataka,Consumer,2024-07-08,Organic Search
10151,Customer_10151,Female,45,Gurugram,Haryana,Consumer,2022-04-08,Social Media
10152,Customer_10152,Male,30,Delhi,Delhi,Consumer,2025-01-02,Social Media
10153,Customer_10153,Female,19,Nagpur,Maharashtra,Corporate,2023-03-02,Direct
10154,Customer_10154,Female,49,Warangal,Telangana,Consumer,2025-03-24,Referral
10155,Customer_10155,Male,43,Ludhiana,Punjab,Consumer,2025-07-16,Referral
10156,Customer_10156,Male,20,New Delhi,Delhi,Corporate,2023-03-26,Social Media
10157,Customer_10157,Male,58,Jaipur,Rajasthan,Home Office,2024-07-22,Email
10158,Customer_10158,Female,59,Kanpur,Uttar Pradesh,Corporate,2024-07-25,Organic Search
10159,Customer_10159,Female,30,New Delhi,Delhi,Consumer,2022-09-23,Social Media
10160,Customer_10160,Female,38,Kolkata,West Bengal,Corporate,2022-02-22,Organic Search
10161,Customer_10161,Male,54,Mysuru,Karnataka,Consumer,2025-01-21,Referral
10162,Customer_10162,Other,40,Jaipur,Rajasthan,Consumer,2022-11-27,Referral
10163,Customer_10163,Male,24,Udaipur,Rajasthan,Home Office,2023-07-07,Organic Search
10164,Customer_10164,Male,34,Warangal,Telangana,Consumer,2023-07-21,Email
10165,Customer_10165,Female,45,Mumbai,Maharashtra,Consumer,2022-11-05,Organic Search
10166,Customer_10166,Female,47,Kanpur,Uttar Pradesh,Consumer,2025-09-03,Organic Search
10167,Customer_10167,Male,22,Bengaluru,Karnataka,Corporate,2022-12-06,Organic Search
10168,Customer_10168,Male,41,New Delhi,Delhi,Consumer,2023-12-05,Email
10169,Customer_10169,Male,24,Nagpur,Maharashtra,Consumer,2024-03-26,Organic Search
10170,Customer_10170,Male,51,Surat,Gujarat,Consumer,2022-05-31,Organic Search
10171,Customer_10171,Male,59,Udaipur,Rajasthan,Consumer,2025-04-15,Paid Ads
10172,Customer_10172,Female,50,Nashik,Maharashtra,Corporate,2023-03-06,Email
10173,Customer_10173,Female,44,Warangal,Telangana,Consumer,2022-10-28,Paid Ads
10174,Customer_10174,Female,31,Delhi,Delhi,Corporate,2022-10-06,Referral
10175,Customer_10175,Female,36,Udaipur,Rajasthan,Corporate,2022-02-20,Paid Ads
10176,Customer_10176,Male,55,New Delhi,Delhi,Consumer,2023-10-19,Referral
10177,Customer_10177,Female,29,Kolkata,West Bengal,Consumer,2022-06-13,Social Media
10178,Customer_10178,Female,20,Coimbatore,Tamil Nadu,Consumer,2023-08-10,Paid Ads
10179,Customer_10179,Male,24,Faridabad,Haryana,Corporate,2023-05-09,Paid Ads
10180,Customer_10180,Female,52,Pune,Maharashtra,Consumer,2023-11-09,Referral
10181,Customer_10181,Male,42,Bengaluru,Karnataka,Consumer,2023-05-04,Referral
10182,Customer_10182,Female,32,Pune,Maharashtra,Consumer,2022-10-19,Organic Search
10183,Customer_10183,Other,36,Faridabad,Haryana,Consumer,2024-07-14,Direct
10184,Customer_10184,Male,36,Indore,Madhya Pradesh,Corporate,2023-04-04,Direct
10185,Customer_10185,Female,40,Delhi,Delhi,Corporate,2025-02-03,Referral
10186,Customer_10186,Male,28,Jaipur,Rajasthan,Consumer,2025-12-17,Organic Search
10187,Customer_10187,Female,38,Kanpur,Uttar Pradesh,Consumer,2022-11-05,Social Media
10188,Customer_10188,Male,51,Surat,Gujarat,Corporate,2022-11-18,Paid Ads
10189,Customer_10189,Male,56,Hyderabad,Telangana,Consumer,2022-01-03,Organic Search
10190,Customer_10190,Male,24,Delhi,Delhi,Consumer,2025-03-18,Referral
10191,Customer_10191,Female,59,Pune,Maharashtra,Home Office,2024-10-25,Organic Search
10192,Customer_10192,Male,44,Indore,Madhya Pradesh,Consumer,2023-06-02,Direct
10193,Customer_10193,Female,40,Indore,Madhya Pradesh,Consumer,2024-12-24,Email
10194,Customer_10194,,55,Udaipur,Rajasthan,Consumer,2023-05-21,Email
10195,Customer_10195,Female,37,Bengaluru,Karnataka,Corporate,2023-10-23,Paid Ads
10196,Customer_10196,Female,44,Mysuru,Karnataka,Consumer,2023-11-13,Organic Search
10197,Customer_10197,Male,25,Kolkata,West Bengal,Corporate,2022-07-26,Organic Search
10198,Customer_10198,Male,54,Bhopal,Madhya Pradesh,Home Office,2024-04-23,Referral
10199,Customer_10199,Female,20,Bhopal,Madhya Pradesh,Home Office,2022-07-13,Paid Ads
10200,Customer_10200,Female,19,Noida,Uttar Pradesh,Corporate,2022-10-02,Paid Ads
10201,Customer_10201,Female,39,Jaipur,Rajasthan,Consumer,2022-01-05,Referral
10202,Customer_10202,Male,23,Nashik,Maharashtra,Home Office,2022-05-01,Referral
10203,Customer_10203,Male,56,Nagpur,Maharashtra,Consumer,2024-01-02,Organic Search
10204,Customer_10204,Other,57,Bhopal,Madhya Pradesh,Corporate,2023-05-27,Direct
10205,Customer_10205,Male,53,Vadodara,Gujarat,Consumer,2023-05-30,Social Media
10206,Customer_10206,Male,41,Pune,Maharashtra,Consumer,2025-08-07,Organic Search
10207,Customer_10207,Male,29,Nagpur,Maharashtra,Consumer,2025-03-08,Referral
10208,Customer_10208,Female,34,Jaipur,Rajasthan,Corporate,2024-03-18,Organic Search
10209,Customer_10209,Female,39,Pune,Maharashtra,Consumer,2024-08-25,Direct
10210,Customer_10210,Male,36,Nashik,Maharashtra,Consumer,2023-03-01,Social Media
10211,Customer_10211,Male,26,Surat,Gujarat,Corporate,2025-05-05,Organic Search
10212,Customer_10212,Male,29,Kolkata,West Bengal,Corporate,2023-08-09,Organic Search
10213,Customer_10213,Male,49,Udaipur,Rajasthan,Consumer,2022-06-12,Referral
10214,Customer_10214,Male,48,New Delhi,Delhi,Consumer,2022-08-14,Social Media
10215,Customer_10215,Other,34,Kolkata,West Bengal,Consumer,2024-10-27,Social Media
10216,Customer_10216,Male,40,Delhi,Delhi,Consumer,2022-09-12,Organic Search
10217,Customer_10217,Male,27,Mysuru,Karnataka,Home Office,2025-01-21,Social Media
10218,Customer_10218,Female,47,Noida,Uttar Pradesh,Consumer,2023-11-02,Email
10219,Customer_10219,Male,36,Udaipur,Rajasthan,Consumer,2025-12-20,Paid Ads
10220,Customer_10220,Female,43,Bhopal,Madhya Pradesh,Consumer,2025-01-02,Referral
10221,Customer_10221,Male,43,Jaipur,Rajasthan,Home Office,2022-02-15,Paid Ads
10222,Customer_10222,Male,28,Surat,Gujarat,Consumer,2022-02-08,Referral
10223,Customer_10223,Female,37,Mumbai,Maharashtra,Consumer,2022-09-04,Organic Search
10224,Customer_10224,Female,21,Mysuru,Karnataka,Consumer,2025-11-11,Direct
10225,Customer_10225,Male,29,Delhi,Delhi,Corporate,2022-04-24,Referral
10226,Customer_10226,Female,42,Delhi,Delhi,Home Office,2023-02-19,Paid Ads
10227,Customer_10227,Female,27,Ludhiana,Punjab,Consumer,2023-06-23,Email
10228,Customer_10228,Male,39,Coimbatore,Tamil Nadu,Consumer,2024-02-06,Email
10229,Customer_10229,Male,24,Indore,Madhya Pradesh,Consumer,2025-06-09,Direct
10230,Customer_10230,Female,41,Ahmedabad,Gujarat,Consumer,2024-04-08,Referral
10231,Customer_10231,Male,19,Kanpur,Uttar Pradesh,Consumer,2025-12-30,Referral
10232,Customer_10232,Female,49,Warangal,Telangana,Consumer,2025-11-23,Organic Search
10233,Customer_10233,Female,38,Surat,Gujarat,Consumer,2025-03-17,Social Media
10234,Customer_10234,Female,24,Hyderabad,Telangana,Corporate,2025-11-06,Referral
10235,Customer_10235,Male,25,Delhi,Delhi,Consumer,2023-09-05,Organic Search
10236,Customer_10236,Male,55,Kolkata,West Bengal,Consumer,2023-05-04,Social Media
10237,Customer_10237,Female,38,Mysuru,Karnataka,Consumer,2023-02-24,Organic Search
10238,Customer_10238,Male,25,Nagpur,Maharashtra,Consumer,2024-06-10,Paid Ads
10239,Customer_10239,Male,42,Jaipur,Rajasthan,Consumer,2023-01-30,Referral
10240,Customer_10240,Male,45,New Delhi,Delhi,Consumer,2023-09-27,Paid Ads
10241,Customer_10241,Male,45,Gurugram,Haryana,Corporate,2023-08-26,Social Media
10242,Customer_10242,Female,48,Gurugram,Haryana,Home Office,2022-05-12,Paid Ads
10243,Customer_10243,Male,53,Gurugram,Haryana,Corporate,2022-08-28,Social Media
10244,Customer_10244,Female,42,Mysuru,Karnataka,Consumer,2024-08-24,Referral
10245,Customer_10245,Male,58,Mumbai,Maharashtra,Home Office,2022-03-29,Organic Search
10246,Customer_10246,Female,54,Gurugram,Haryana,Consumer,2023-09-19,Organic Search
10247,Customer_10247,Male,55,Coimbatore,Tamil Nadu,Consumer,2023-04-16,Paid Ads
10248,Customer_10248,Female,29,Amritsar,Punjab,Consumer,2025-02-28,Email
10249,Customer_10249,Female,54,Ludhiana,Punjab,Consumer,2025-03-23,Social Media
10250,Customer_10250,Male,54,Indore,Madhya Pradesh,Home Office,2022-02-22,Email
10251,Customer_10251,Female,48,Mysuru,Karnataka,Consumer,2022-04-02,Organic Search
10252,Customer_10252,Male,35,Chennai,Tamil Nadu,Consumer,2023-04-09,Paid Ads
10253,Customer_10253,Female,43,Indore,Madhya Pradesh,Consumer,2022-11-14,Referral
10254,Customer_10254,Other,23,Mysuru,Karnataka,Corporate,2022-05-26,Organic Search
10255,Customer_10255,Female,26,New Delhi,Delhi,Corporate,2022-02-27,Organic Search
10256,Customer_10256,Female,28,Surat,Gujarat,Consumer,2023-05-25,Referral
10257,Customer_10257,Male,48,Gurugram,Haryana,Corporate,2022-10-28,Organic Search
10258,Customer_10258,Male,19,Kolkata,West Bengal,Corporate,2023-11-17,Referral
10259,Customer_10259,Male,46,Surat,Gujarat,Consumer,2023-04-14,Paid Ads
10260,Customer_10260,Male,59,Pune,Maharashtra,Consumer,2022-10-21,Social Media
10261,Customer_10261,Female,22,Ahmedabad,Gujarat,Consumer,2022-02-18,Paid Ads
10262,Customer_10262,Male,40,Amritsar,Punjab,Consumer,2023-04-15,Referral
10263,Customer_10263,Female,53,Mumbai,Maharashtra,Consumer,2024-10-14,Direct
10264,Customer_10264,Male,24,Warangal,Telangana,Consumer,2023-11-04,Referral
10265,Customer_10265,Male,30,Bhopal,Madhya Pradesh,Consumer,2025-06-18,Organic Search
10266,Customer_10266,Female,59,Noida,Uttar Pradesh,Corporate,2022-02-09,Organic Search
10267,Customer_10267,Male,27,Kolkata,West Bengal,Consumer,2024-07-13,Paid Ads
10268,Customer_10268,Female,53,Kolkata,West Bengal,Consumer,2025-02-14,Organic Search
10269,Customer_10269,Male,33,Bengaluru,Karnataka,Consumer,2022-06-16,Organic Search
10270,Customer_10270,Female,32,Bengaluru,Karnataka,Consumer,2025-06-10,Organic Search
10271,Customer_10271,Male,60,Lucknow,Uttar Pradesh,Consumer,2022-09-10,Referral
10272,Customer_10272,Male,36,Lucknow,Uttar Pradesh,Home Office,2022-06-23,Paid Ads
10273,Customer_10273,Female,38,Indore,Madhya Pradesh,Consumer,2024-03-13,Referral
10274,Customer_10274,Female,52,Faridabad,Haryana,Consumer,2024-04-15,Organic Search
10275,Customer_10275,Male,32,Hyderabad,Telangana,Consumer,2023-03-15,Email
10276,Customer_10276,Male,31,Warangal,Telangana,Consumer,2024-09-01,Social Media
10277,Customer_10277,Male,46,Noida,Uttar Pradesh,Home Office,2022-02-04,Paid Ads
10278,Customer_10278,Male,22,Jaipur,Rajasthan,Consumer,2025-01-24,Direct
10279,Customer_10279,Female,35,Kolkata,West Bengal,Corporate,2022-04-28,Email
10280,Customer_10280,Female,18,Noida,Uttar Pradesh,Home Office,2024-01-31,Email
10281,Customer_10281,Male,44,Indore,Madhya Pradesh,Consumer,2025-10-14,Organic Search
10282,Customer_10282,Male,44,Bengaluru,Karnataka,Consumer,2023-08-15,Referral
10283,Customer_10283,Female,42,Mysuru,Karnataka,Consumer,2022-02-07,Direct
10284,Customer_10284,Male,58,Pune,Maharashtra,Corporate,2022-09-28,Social Media
10285,Customer_10285,Female,38,Surat,Gujarat,Consumer,2024-12-01,Organic Search
10286,Customer_10286,Male,31,Mumbai,Maharashtra,Consumer,2022-10-25,Organic Search
10287,Customer_10287,Female,37,Hyderabad,Telangana,Consumer,2025-10-04,Direct
10288,Customer_10288,Male,45,Surat,Gujarat,Consumer,2022-01-29,Social Media
10289,Customer_10289,Female,38,Mysuru,Karnataka,Home Office,2025-11-20,Organic Search
10290,Customer_10290,Male,40,Vadodara,Gujarat,Consumer,2023-01-07,Referral
10291,Customer_10291,Male,28,Nagpur,Maharashtra,Consumer,2023-01-03,Referral
10292,Customer_10292,Female,19,Nashik,Maharashtra,Consumer,2024-08-27,Email
10293,Customer_10293,Male,37,Kanpur,Uttar Pradesh,Consumer,2022-12-23,Social Media
10294,Customer_10294,Male,41,Bengaluru,Karnataka,Consumer,2025-08-15,Email
10295,Customer_10295,Male,42,Nagpur,Maharashtra,Consumer,2025-08-27,Organic Search
10296,Customer_10296,Male,54,Hyderabad,Telangana,Consumer,2022-12-01,Referral
10297,Customer_10297,Female,39,Kanpur,Uttar Pradesh,Consumer,2024-10-10,Paid Ads
10298,Customer_10298,Female,41,New Delhi,Delhi,Consumer,2024-11-06,Social Media
10299,Customer_10299,Male,32,Surat,Gujarat,Consumer,2022-07-09,Organic Search
10300,Customer_10300,Female,29,Mumbai,Maharashtra,Corporate,2025-04-26,Email
10301,Customer_10301,Male,48,Nashik,Maharashtra,Corporate,2023-10-17,Email
10302,Customer_10302,Female,60,Warangal,Telangana,Consumer,2024-01-24,Organic Search
10303,Customer_10303,Male,48,Vadodara,Gujarat,Consumer,2022-03-10,Referral
10304,Customer_10304,Female,47,Udaipur,Rajasthan,Corporate,2024-07-30,Organic Search
10305,Customer_10305,Male,58,Kolkata,West Bengal,Consumer,2024-01-30,Email
10306,Customer_10306,Male,37,Amritsar,Punjab,Home Office,2024-03-18,Organic Search
10307,Customer_10307,Male,25,Warangal,Telangana,Home Office,2022-06-20,Social Media
10308,Customer_10308,Male,47,Bengaluru,Karnataka,Consumer,2023-05-18,Paid Ads
10309,Customer_10309,Female,52,Kanpur,Uttar Pradesh,Consumer,2022-03-15,Email
10310,Customer_10310,Male,38,Delhi,Delhi,Consumer,2022-12-21,Paid Ads
10311,Customer_10311,Female,57,Coimbatore,Tamil Nadu,Consumer,2023-06-01,Paid Ads
10312,Customer_10312,Male,45,Nashik,Maharashtra,Home Office,2024-06-26,Direct
