product_id,product_name,category,sub_category,brand,cost_price,selling_price,stock_quantity,rating
5103,Apex Bags_5103,Fashion,Bags,Apex,46464.68,68903.36,44,3.5
5104,TechOne Bags_5104,Fashion,Bags,TechOne,10362.13,14643.7,143,3.4
5105,Nova Bags_5105,Fashion,Bags,Nova,49856.53,76837.69,16,4.7
5106,Nova Bags_5106,Fashion,Bags,Nova,32266.98,48710.64,48,4.1
5107,Vertex Bags_5107,Fashion,Bags,Vertex,25268.13,32800.94,56,3.6
5108,TechOne Bags_5108,Fashion,Bags,TechOne,21691.64,33591.68,35,4.6
5109,Prime Furniture_5109,Home & Kitchen,Furniture,Prime,44498.16,70231.76,48,4.7
5110,TechOne Furniture_5110,Home & Kitchen,Furniture,TechOne,35261.24,51525.25,46,4.4
5111,Zenith Furniture_5111,Home & Kitchen,Furniture,Zenith,48568.52,78486.91,44,3.4
5112,UrbanX Furniture_5112,Home & Kitchen,Furniture,UrbanX,13946.4,21588.83,51,3.7
5113,Zenith Furniture_5113,Home & Kitchen,Furniture,Zenith,47173.4,68865.43,92,4.8
5114,Vertex Furniture_5114,Home & Kitchen,Furniture,Vertex,6805.62,10929.13,167,3.4
5115,UrbanX Furniture_5115,Home & Kitchen,Furniture,UrbanX,46084.94,67383.95,44,4.5
5116,Apex Furniture_5116,Home & Kitchen,Furniture,Apex,26372.87,37580.28,72,3.7
5117,Apex Furniture_5117,Home & Kitchen,Furniture,Apex,17194.98,23169.23,76,3.3
5118,Zenith Furniture_5118,Home & Kitchen,Furniture,Zenith,41559.79,66285.61,41,4.4
5119,Apex Furniture_5119,Home & Kitchen,Furniture,Apex,22698.97,28094.1,143,3.7
5120,UrbanX Furniture_5120,Home & Kitchen,Furniture,UrbanX,34785.62,48788.44,39,4.5
5121,Elora Furniture_5121,Home & Kitchen,Furniture,Elora,32896.06,47126.38,75,3.9
5122,Nova Kitchen_5122,Home & Kitchen,Kitchen,Nova,10078.51,14520.43,92,3.6
5123,Vertex Kitchen_5123,Home & Kitchen,Kitchen,Vertex,29504.48,43855.11,25,4.8
5124,Vertex Kitchen_5124,Home & Kitchen,Kitchen,Vertex,28665.84,40640.25,46,3.8
5125,Apex Kitchen_5125,Home & Kitchen,Kitchen,Apex,5028.39,6540.45,181,4.8
5126,Prime Kitchen_5126,Home & Kitchen,Kitchen,Prime,37989.79,60128.87,99,4.9
5127,Vertex Kitchen_5127,Home & Kitchen,Kitchen,Vertex,19637.38,29240.78,121,3.9
5128,Zenith Kitchen_5128,Home & Kitchen,Kitchen,Zenith,46659.9,73878.87,66,4.5
5129,Vertex Kitchen_5129,Home & Kitchen,Kitchen,Vertex,690.89,904.89,113,3.9
5130,UrbanX Kitchen_5130,Home & Kitchen,Kitchen,UrbanX,33367.39,49364.28,99,4.4
5131,Nova Kitchen_5131,Home & Kitchen,Kitchen,Nova,12169.64,18445.06,164,4.6
5132,Vertex Kitchen_5132,Home & Kitchen,Kitchen,Vertex,13629.64,18539.04,156,4.3
5133,Nova Kitchen_5133,Home & Kitchen,Kitchen,Nova,26535.35,41441.71,23,3.7
5134,Elora Kitchen_5134,Home & Kitchen,Kitchen,Elora,41262.88,48738.85,96,3.8
5135,UrbanX Home_Decor_5135,Home & Kitchen,Home Decor,UrbanX,30734.82,44860.92,56,4.8
5136,Zenith Home_Decor_5136,Home & Kitchen,Home Decor,Zenith,35944.81,52780.54,53,4.2
5137,Vertex Home_Decor_5137,Home & Kitchen,Home Decor,Vertex,9133.83,13069.65,97,4.8
5138,Vertex Home_Decor_5138,Home & Kitchen,Home Decor,Vertex,33905.18,50048.21,17,4.0
5139,Prime Home_Decor_5139,Home & Kitchen,Home Decor,Prime,26082.17,32826.93,16,3.7
5140,Vertex Home_Decor_5140,Home & Kitchen,Home Decor,Vertex,24019.07,36072.98,81,4.3
5141,Nova Home_Decor_5141,Home & Kitchen,Home Decor,Nova,47112.29,63027.8,93,4.8
5142,Nova Home_Decor_5142,Home & Kitchen,Home Decor,Nova,30489.72,42455.88,81,4.1
5143,Elora Home_Decor_5143,Home & Kitchen,Home Decor,Elora,37818.03,50546.12,31,3.7
5144,Elora Home_Decor_5144,Home & Kitchen,Home Decor,Elora,13960.55,19583.16,188,3.6
5145,Nova Home_Decor_5145,Home & Kitchen,Home Decor,Nova,34359.68,50582.17,17,4.0
5146,Elora Home_Decor_5146,Home & Kitchen,Home Decor,Elora,17438.28,27448.23,130,4.7
5147,Zenith Home_Decor_5147,Home & Kitchen,Home Decor,Zenith,36567.18,51457.87,24,3.7
5148,Vertex Appliances_5148,Home & Kitchen,Appliances,Vertex,5322.71,7089.4,258,4.2
5149,Zenith Appliances_5149,Home & Kitchen,Appliances,Zenith,48866.44,68869.07,34,3.5
5150,Elora Appliances_5150,Home & Kitchen,Appliances,Elora,27895.27,41947.17,15,4.5
5151,Apex Appliances_5151,Home & Kitchen,Appliances,Apex,32681.71,43889.88,56,4.0
5152,Nova Appliances_5152,Home & Kitchen,Appliances,Nova,28950.24,39798.26,27,3.6
5153,TechOne Appliances_5153,Home & Kitchen,Appliances,TechOne,37974.95,54856.13,22,4.6
5154,Prime Appliances_5154,Home & Kitchen,Appliances,Prime,30893.62,40723.49,38,4.5
5155,Zenith Appliances_5155,Home & Kitchen,Appliances,Zenith,986.68,1261.24,278,3.3
5156,Prime Appliances_5156,Home & Kitchen,Appliances,Prime,45486.24,56675.14,61,4.0
5157,Elora Appliances_5157,Home & Kitchen,Appliances,Elora,34045.46,45815.88,47,4.3
5158,Vertex Appliances_5158,Home & Kitchen,Appliances,Vertex,41023.89,49340.3,74,3.7
5159,Zenith Appliances_5159,Home & Kitchen,Appliances,Zenith,14695.23,21370.34,144,3.3
5160,Nova Appliances_5160,Home & Kitchen,Appliances,Nova,9211.06,11630.6,172,3.7
5161,TechOne Skincare_5161,Beauty,Skincare,TechOne,49387.94,67037.98,17,4.8
5162,Prime Skincare_5162,Beauty,Skincare,Prime,11395.64,14888.8,124,3.8
5163,Vertex Skincare_5163,Beauty,Skincare,Vertex,42582.29,62863.52,24,4.6
5164,Apex Skincare_5164,Beauty,Skincare,Apex,33798.95,53390.93,20,4.5
5165,Zenith Skincare_5165,Beauty,Skincare,Zenith,46298.28,68412.72,31,4.9
5166,Elora Skincare_5166,Beauty,Skincare,Elora,41279.86,59235.66,73,4.8
5167,UrbanX Skincare_5167,Beauty,Skincare,UrbanX,3162.88,4726.83,153,4.9
5168,Zenith Skincare_5168,Beauty,Skincare,Zenith,41728.42,49827.72,28,3.2
5169,Nova Skincare_5169,Beauty,Skincare,Nova,13604.92,16839.31,184,3.7
5170,Elora Skincare_5170,Beauty,Skincare,Elora,45580.19,55818.22,47,4.8
5171,Prime Skincare_5171,Beauty,Skincare,Prime,42933.74,52643.32,96,3.9
5172,Nova Skincare_5172,Beauty,Skincare,Nova,3255.05,4239.47,263,3.3
5173,UrbanX Skincare_5173,Beauty,Skincare,UrbanX,46641.12,66699.81,32,4.9
5174,TechOne Haircare_5174,Beauty,Haircare,TechOne,26868.37,33152.89,82,4.0
5175,Elora Haircare_5175,Beauty,Haircare,Elora,11676.7,18910.47,50,3.3
5176,Vertex Haircare_5176,Beauty,Haircare,Vertex,9087.32,14371.6,141,3.7
5177,Zenith Haircare_5177,Beauty,Haircare,Zenith,7314.14,11970.85,184,4.7
5178,Vertex Haircare_5178,Beauty,Haircare,Vertex,17678.0,21213.16,100,4.6
5179,Vertex Haircare_5179,Beauty,Haircare,Vertex,6962.3,11001.54,196,5.0
5180,Prime Haircare_5180,Beauty,Haircare,Prime,35996.97,56074.46,72,4.0
5181,TechOne Haircare_5181,Beauty,Haircare,TechOne,23641.09,37920.07,19,3.7
5182,TechOne Haircare_5182,Beauty,Haircare,TechOne,31085.1,44393.68,88,3.4
5183,Elora Haircare_5183,Beauty,Haircare,Elora,10684.56,16564.36,108,3.7
5184,TechOne Haircare_5184,Beauty,Haircare,TechOne,32529.63,39169.08,68,3.6
5185,Nova Haircare_5185,Beauty,Haircare,Nova,8236.39,10012.67,67,4.4
5186,Prime Haircare_5186,Beauty,Haircare,Prime,15016.16,18555.62,182,4.6
5187,Nova Makeup_5187,Beauty,Makeup,Nova,34314.38,55244.46,91,4.6
5188,TechOne Makeup_5188,Beauty,Makeup,TechOne,10305.68,12456.99,196,4.6
5189,UrbanX Makeup_5189,Beauty,Makeup,UrbanX,2581.9,3168.17,274,4.1
5190,Zenith Makeup_5190,Beauty,Makeup,Zenith,26191.21,42358.86,59,3.9
5191,Elora Makeup_5191,Beauty,Makeup,Elora,23214.99,28565.45,142,3.4
5192,Elora Makeup_5192,Beauty,Makeup,Elora,23465.03,37280.9,87,4.2
5193,Prime Makeup_5193,Beauty,Makeup,Prime,25984.19,40300.37,76,4.0
5194,UrbanX Makeup_5194,Beauty,Makeup,UrbanX,19947.16,23915.3,55,3.6
5195,Elora Makeup_5195,Beauty,Makeup,Elora,49290.59,58669.03,47,4.6
5196,Nova Makeup_5196,Beauty,Makeup,Nova,14829.93,21224.04,192,4.5
5197,Prime Makeup_5197,Beauty,Makeup,Prime,17013.16,28049.13,69,4.2
5198,Nova Makeup_5198,Beauty,Makeup,Nova,13637.53,21725.27,90,3.6
5199,Zenith Makeup_5199,Beauty,Makeup,Zenith,1346.12,1784.57,167,4.2
5200,Apex Personal_Care_5200,Beauty,Personal Care,Apex,18261.57,24864.32,110,3.6
5201,Vertex Personal_Care_5201,Beauty,Personal Care,Vertex,33884.24,46161.04,37,4.5
5202,UrbanX Personal_Care_5202,Beauty,Personal Care,UrbanX,39820.33,60728.55,51,3.5
5203,Apex Personal_Care_5203,Beauty,Personal Care,Apex,41455.99,55564.81,80,4.5
5204,Apex Personal_Care_5204,Beauty,Personal Care,Apex,34013.9,42499.16,96,4.2
5205,Elora Personal_Care_5205,Beauty,Personal Care,Elora,14052.6,21516.5,188,5.0
5206,UrbanX Personal_Care_5206,Beauty,Personal Care,UrbanX,41904.39,58467.83,100,4.0
5207,TechOne Personal_Care_5207,Beauty,Personal Care,TechOne,19972.11,24287.8,49,3.6
5208,TechOne Personal_Care_5208,Beauty,Personal Care,TechOne,34385.92,53343.72,56,4.7
5209,UrbanX Personal_Care_5209,Beauty,Personal Care,UrbanX,25176.18,36633.77,55,4.2
5210,Apex Personal_Care_5210,Beauty,Personal Care,Apex,23855.45,33636.27,53,4.2
5211,Apex Personal_Care_5211,Beauty,Personal Care,Apex,26672.89,39915.21,58,3.4
5212,Vertex Personal_Care_5212,Beauty,Personal Care,Vertex,3266.21,4629.93,265,3.9
5213,Apex Fitness_5213,Sports,Fitness,Apex,22360.74,33200.28,88,3.2
5214,Prime Fitness_5214,Sports,Fitness,Prime,45822.76,72753.69,48,3.6
5215,Vertex Fitness_5215,Sports,Fitness,Vertex,22012.9,32322.68,68,4.1
5216,Vertex Fitness_5216,Sports,Fitness,Vertex,3161.78,4711.09,237,4.1
5217,TechOne Fitness_5217,Sports,Fitness,TechOne,6518.7,9572.79,281,4.2
5218,Prime Fitness_5218,Sports,Fitness,Prime,36918.64,52780.9,73,4.8
5219,Elora Fitness_5219,Sports,Fitness,Elora,14401.96,18158.38,114,3.7
5220,Elora Fitness_5220,Sports,Fitness,Elora,16420.99,21967.48,179,4.4
5221,Vertex Fitness_5221,Sports,Fitness,Vertex,24979.31,37612.88,44,4.2
5222,TechOne Fitness_5222,Sports,Fitness,TechOne,25742.5,35523.97,34,4.7
5223,Vertex Fitness_5223,Sports,Fitness,Vertex,11592.12,15891.41,184,3.7
5224,Apex Fitness_5224,Sports,Fitness,Apex,22456.79,34512.87,63,5.0
5225,Nova Fitness_5225,Sports,Fitness,Nova,37868.55,44784.0,85,4.4
5226,Vertex Outdoor_5226,Sports,Outdoor,Vertex,12933.0,19388.21,179,3.3
5227,UrbanX Outdoor_5227,Sports,Outdoor,UrbanX,25287.03,35653.11,89,3.2
5228,Nova Outdoor_5228,Sports,Outdoor,Nova,8286.22,11245.05,45,4.8
5229,UrbanX Outdoor_5229,Sports,Outdoor,UrbanX,46940.07,62902.14,21,3.7
5230,Elora Outdoor_5230,Sports,Outdoor,Elora,17856.67,22521.75,101,3.6
5231,Zenith Outdoor_5231,Sports,Outdoor,Zenith,28742.29,38431.27,98,4.2
5232,Elora Outdoor_5232,Sports,Outdoor,Elora,6032.97,8228.77,209,3.5
5233,Apex Outdoor_5233,Sports,Outdoor,Apex,41125.1,56982.98,48,3.7
5234,Elora Outdoor_5234,Sports,Outdoor,Elora,33856.28,50648.36,77,4.1
5235,Apex Outdoor_5235,Sports,Outdoor,Apex,30821.17,42939.39,38,5.0
5236,Prime Outdoor_5236,Sports,Outdoor,Prime,42301.53,65747.31,75,3.5
5237,Zenith Outdoor_5237,Sports,Outdoor,Zenith,9783.94,14486.85,49,3.3
5238,Apex Outdoor_5238,Sports,Outdoor,Apex,18132.75,23012.47,85,4.5
5239,UrbanX Sportswear_5239,Sports,Sportswear,UrbanX,31946.77,41858.94,62,4.3
5240,Nova Sportswear_5240,Sports,Sportswear,Nova,47993.75,58420.25,95,3.8
5241,Vertex Sportswear_5241,Sports,Sportswear,Vertex,38578.23,62669.92,70,3.7
5242,Elora Sportswear_5242,Sports,Sportswear,Elora,24679.87,39405.82,53,4.8
5243,Vertex Sportswear_5243,Sports,Sportswear,Vertex,41268.36,50341.38,20,3.8
5244,Prime Sportswear_5244,Sports,Sportswear,Prime,14822.93,21490.52,145,4.3
5245,Vertex Sportswear_5245,Sports,Sportswear,Vertex,4111.08,6706.77,123,4.0
5246,Elora Sportswear_5246,Sports,Sportswear,Elora,40109.51,61413.96,22,4.1
5247,TechOne Sportswear_5247,Sports,Sportswear,TechOne,22921.47,32345.67,54,4.8
5248,Nova Sportswear_5248,Sports,Sportswear,Nova,34217.25,44253.8,23,4.0
5249,Zenith Sportswear_5249,Sports,Sportswear,Zenith,28734.41,37675.05,93,4.7
5250,UrbanX Sportswear_5250,Sports,Sportswear,UrbanX,39060.85,59608.1,78,4.3
