customer_id,customer_name,gender,age,city,state,customer_segment,registration_date,acquisition_channel
10053,Customer_10053,female,25,Gurugram,Haryana,corporate,2022-12-29,organic search
10054,Customer_10054,male,28,Bhopal,Madhya Pradesh,consumer,2025-05-22,organic search
10055,Customer_10055,male,41,Vadodara,Gujarat,consumer,2024-10-29,organic search
10056,Customer_10056,male,47,Faridabad,Haryana,corporate,2022-11-18,organic search
10057,Customer_10057,male,47,Nagpur,Maharashtra,consumer,2024-02-16,organic search
10058,Customer_10058,male,32,Delhi,Delhi,home office,2023-01-06,organic search
10059,Customer_10059,female,52,Nashik,Maharashtra,consumer,2024-03-19,direct
10060,Customer_10060,female,56,Mysuru,Karnataka,consumer,2025-12-08,referral
10061,Customer_10061,male,41,Chennai,Tamil Nadu,consumer,2022-08-29,social media
10062,Customer_10062,female,25,Delhi,Delhi,home office,2023-04-09,paid ads
10063,Customer_10063,female,60,Lucknow,Uttar Pradesh,consumer,2022-04-20,email
10064,Customer_10064,female,59,Bengaluru,Karnataka,consumer,2023-04-10,organic search
10065,Customer_10065,female,37,Bengaluru,Karnataka,consumer,2022-05-21,social media
10066,Customer_10066,male,58,Vadodara,Gujarat,corporate,2024-05-17,email
10067,Customer_10067,male,43,Mumbai,Maharashtra,consumer,2025-06-07,referral
10068,Customer_10068,female,41,Noida,Uttar Pradesh,consumer,2024-12-12,paid ads
10069,Customer_10069,male,39,Nagpur,Maharashtra,consumer,2023-11-01,referral
10070,Customer_10070,male,22,Amritsar,Punjab,consumer,2023-05-13,organic search
10071,Customer_10071,male,32,Kanpur,Uttar Pradesh,consumer,2023-10-13,email
10072,Customer_10072,male,53,Delhi,Delhi,consumer,2024-10-17,organic search
10073,Customer_10073,male,54,Pune,Maharashtra,consumer,2025-11-27,organic search
10074,Customer_10074,male,46,Kanpur,Uttar Pradesh,corporate,2024-09-08,social media
10075,Customer_10075,male,32,Kolkata,West Bengal,corporate,2022-01-03,paid ads
10076,Customer_10076,female,44,Kolkata,West Bengal,home office,2024-02-16,email
10077,Customer_10077,female,25,Kanpur,Uttar Pradesh,consumer,2025-10-19,paid ads
10078,Customer_10078,male,46,Mumbai,Maharashtra,corporate,2025-06-03,social media
10079,Customer_10079,male,36,Bengaluru,Karnataka,consumer,2023-04-01,paid ads
10080,Customer_10080,male,48,Nashik,Maharashtra,consumer,2022-01-08,paid ads
10081,Customer_10081,male,26,Bhopal,Madhya Pradesh,consumer,2022-11-30,direct
10082,Customer_10082,male,27,Surat,Gujarat,consumer,2022-11-08,organic search
10083,Customer_10083,male,54,Mysuru,Karnataka,consumer,2024-04-13,organic search
10084,Customer_10084,female,27,Nagpur,Maharashtra,consumer,2022-08-10,social media
10085,Customer_10085,female,50,Bengaluru,Karnataka,consumer,2023-09-20,social media
10086,Customer_10086,male,42,Mysuru,Karnataka,consumer,2023-05-26,paid ads
10087,Customer_10087,male,21,Kolkata,West Bengal,consumer,2025-12-24,referral
10088,Customer_10088,female,22,Jaipur,Rajasthan,consumer,2023-03-19,organic search
10089,Customer_10089,female,40,Bhopal,Madhya Pradesh,consumer,2024-03-30,referral
10090,Customer_10090,female,56,Hyderabad,Telangana,consumer,2024-06-09,organic search
10091,Customer_10091,female,22,Nagpur,Maharashtra,consumer,2023-07-15,social media
10092,Customer_10092,male,25,Kolkata,West Bengal,consumer,2022-12-23,organic search
10093,Customer_10093,male,34,Kanpur,Uttar Pradesh,consumer,2023-12-31,organic search
10094,Customer_10094,female,18,Vadodara,Gujarat,corporate,2024-06-15,direct
10095,Customer_10095,male,29,Lucknow,Uttar Pradesh,consumer,2023-08-22,paid ads
10096,Customer_10096,other,52,Warangal,Telangana,consumer,2023-02-07,paid ads
10097,Customer_10097,female,31,Warangal,Telangana,corporate,2023-01-08,paid ads
10098,Customer_10098,female,35,Chennai,Tamil Nadu,consumer,2022-05-25,referral
10099,Customer_10099,male,27,Pune,Maharashtra,consumer,2023-05-07,social media
10100,Customer_10100,female,32,Mumbai,Maharashtra,consumer,2023-10-11,social media
10101,Customer_10101,male,59,Nagpur,Maharashtra,consumer,2022-05-03,direct
10102,Customer_10102,male,50,Jaipur,Rajasthan,consumer,2024-03-29,social media
10103,Customer_10103,male,36,Bengaluru,Karnataka,corporate,2022-09-06,organic search
10104,Customer_10104,female,51,Warangal,Telangana,consumer,2022-08-21,organic search
10105,Customer_10105,female,42,Gurugram,Haryana,consumer,2024-10-23,organic search
10106,Customer_10106,male,33,Delhi,Delhi,consumer,2022-04-18,organic search
10107,Customer_10107,male,25,Chennai,Tamil Nadu,corporate,2025-11-15,paid ads
10108,Customer_10108,female,52,Lucknow,Uttar Pradesh,home office,2023-09-25,organic search
10109,Customer_10109,female,38,Delhi,Delhi,consumer,2025-06-13,social media
10110,Customer_10110,female,36,Mumbai,Maharashtra,consumer,2023-01-24,organic search
10111,Customer_10111,male,28,Bengaluru,Karnataka,consumer,2024-08-26,social media
10112,Customer_10112,male,28,Pune,Maharashtra,consumer,2022-04-07,direct
10113,Customer_10113,female,28,Faridabad,Haryana,consumer,2025-01-01,social media
10114,Customer_10114,male,39,Lucknow,Uttar Pradesh,consumer,2023-10-18,paid ads
10115,Customer_10115,female,38,Jaipur,Rajasthan,home office,2023-08-27,referral
10116,Customer_10116,female,44,Bhopal,Madhya Pradesh,consumer,2025-09-26,social media
10117,Customer_10117,male,35,Kanpur,Uttar Pradesh,consumer,2023-07-20,direct
10118,Customer_10118,male,59,New Delhi,Delhi,consumer,2024-01-04,referral
10119,Customer_10119,female,57,Bhopal,Madhya Pradesh,consumer,2022-05-30,paid ads
10120,Customer_10120,male,55,Surat,Gujarat,consumer,2024-04-19,organic search
10121,Customer_10121,male,47,Kanpur,Uttar Pradesh,corporate,2024-11-14,organic search
10122,Customer_10122,female,50,Indore,Madhya Pradesh,consumer,2023-02-28,social media
10123,Customer_10123,male,38,Bengaluru,Karnataka,home office,2024-03-01,paid ads
10124,Customer_10124,female,19,Mumbai,Maharashtra,consumer,2022-09-21,email
10125,Customer_10125,male,30,Delhi,Delhi,consumer,2024-04-30,direct
10126,Customer_10126,female,19,Chennai,Tamil Nadu,consumer,2024-02-12,direct
10127,Customer_10127,male,60,Noida,Uttar Pradesh,corporate,2023-02-28,social media
10128,Customer_10128,male,48,Indore,Madhya Pradesh,consumer,2025-12-15,referral
10129,Customer_10129,female,27,Nagpur,Maharashtra,consumer,2024-08-13,organic search
10130,Customer_10130,female,40,Hyderabad,Telangana,consumer,2025-12-04,social media
10131,Customer_10131,male,39,Coimbatore,Tamil Nadu,home office,2023-11-12,organic search
10132,Customer_10132,male,46,New Delhi,Delhi,consumer,2022-10-22,organic search
10133,Customer_10133,female,50,Nashik,Maharashtra,consumer,2022-02-05,referral
10134,Customer_10134,male,48,Mysuru,Karnataka,consumer,2024-05-11,email
10135,Customer_10135,other,31,Gurugram,Haryana,consumer,2024-01-18,direct
10136,Customer_10136,other,27,Mysuru,Karnataka,consumer,2022-08-22,paid ads
10137,Customer_10137,female,35,Hyderabad,Telangana,consumer,2022-07-04,paid ads
10138,Customer_10138,male,28,Kolkata,West Bengal,corporate,2022-04-25,social media
10139,Customer_10139,male,56,Mysuru,Karnataka,consumer,2022-12-02,referral
10140,Customer_10140,female,20,Ludhiana,Punjab,corporate,2025-04-19,referral
10141,Customer_10141,male,19,Amritsar,Punjab,corporate,2024-01-08,organic search
10142,Customer_10142,male,25,Delhi,Delhi,consumer,2023-10-22,organic search
10143,Customer_10143,male,48,Hyderabad,Telangana,consumer,2025-07-02,organic search
10144,Customer_10144,male,25,Bengaluru,Karnataka,corporate,2023-12-17,paid ads
10145,Customer_10145,male,60,Bengaluru,Karnataka,consumer,2024-08-02,referral
10146,Customer_10146,male,19,Mumbai,Maharashtra,consumer,2023-03-05,referral
10147,Customer_10147,female,39,Surat,Gujarat,corporate,2025-03-21,social media
10148,Customer_10148,male,22,Warangal,Telangana,consumer,2024-02-05,email
10149,Customer_10149,male,24,Pune,Maharashtra,corporate,2023-12-20,direct
10150,Customer_10150,male,37,Mysuru,Karnataka,consumer,2024-07-08,organic search
10151,Customer_10151,female,45,Gurugram,Haryana,consumer,2022-04-08,social media
10152,Customer_10152,male,30,Delhi,Delhi,consumer,2025-01-02,social media
10153,Customer_10153,female,19,Nagpur,Maharashtra,corporate,2023-03-02,direct
10154,Customer_10154,female,49,Warangal,Telangana,consumer,2025-03-24,referral
10155,Customer_10155,male,43,Ludhiana,Punjab,consumer,2025-07-16,referral
10156,Customer_10156,male,20,New Delhi,Delhi,corporate,2023-03-26,social media
10157,Customer_10157,male,58,Jaipur,Rajasthan,home office,2024-07-22,email
10158,Customer_10158,female,59,Kanpur,Uttar Pradesh,corporate,2024-07-25,organic search
10159,Customer_10159,female,30,New Delhi,Delhi,consumer,2022-09-23,social media
10160,Customer_10160,female,38,Kolkata,West Bengal,corporate,2022-02-22,organic search
10161,Customer_10161,male,54,Mysuru,Karnataka,consumer,2025-01-21,referral
10162,Customer_10162,other,40,Jaipur,Rajasthan,consumer,2022-11-27,referral
10163,Customer_10163,male,24,Udaipur,Rajasthan,home office,2023-07-07,organic search
10164,Customer_10164,male,34,Warangal,Telangana,consumer,2023-07-21,email
10165,Customer_10165,female,45,Mumbai,Maharashtra,consumer,2022-11-05,organic search
10166,Customer_10166,female,47,Kanpur,Uttar Pradesh,consumer,2025-09-03,organic search
10167,Customer_10167,male,22,Bengaluru,Karnataka,corporate,2022-12-06,organic search
10168,Customer_10168,male,41,New Delhi,Delhi,consumer,2023-12-05,email
10169,Customer_10169,male,24,Nagpur,Maharashtra,consumer,2024-03-26,organic search
10170,Customer_10170,male,51,Surat,Gujarat,consumer,2022-05-31,organic search
10171,Customer_10171,male,59,Udaipur,Rajasthan,consumer,2025-04-15,paid ads
10172,Customer_10172,female,50,Nashik,Maharashtra,corporate,2023-03-06,email
10173,Customer_10173,female,44,Warangal,Telangana,consumer,2022-10-28,paid ads
10174,Customer_10174,female,31,Delhi,Delhi,corporate,2022-10-06,referral
10175,Customer_10175,female,36,Udaipur,Rajasthan,corporate,2022-02-20,paid ads
10176,Customer_10176,male,55,New Delhi,Delhi,consumer,2023-10-19,referral
10177,Customer_10177,female,29,Kolkata,West Bengal,consumer,2022-06-13,social media
10178,Customer_10178,female,20,Coimbatore,Tamil Nadu,consumer,2023-08-10,paid ads
10179,Customer_10179,male,24,Faridabad,Haryana,corporate,2023-05-09,paid ads
10180,Customer_10180,female,52,Pune,Maharashtra,consumer,2023-11-09,referral
10181,Customer_10181,male,42,Bengaluru,Karnataka,consumer,2023-05-04,referral
10182,Customer_10182,female,32,Pune,Maharashtra,consumer,2022-10-19,organic search
10183,Customer_10183,other,36,Faridabad,Haryana,consumer,2024-07-14,direct
10184,Customer_10184,male,36,Indore,Madhya Pradesh,corporate,2023-04-04,direct
10185,Customer_10185,female,40,Delhi,Delhi,corporate,2025-02-03,referral
10186,Customer_10186,male,28,Jaipur,Rajasthan,consumer,2025-12-17,organic search
10187,Customer_10187,female,38,Kanpur,Uttar Pradesh,consumer,2022-11-05,social media
10188,Customer_10188,male,51,Surat,Gujarat,corporate,2022-11-18,paid ads
10189,Customer_10189,male,56,Hyderabad,Telangana,consumer,2022-01-03,organic search
10190,Customer_10190,male,24,Delhi,Delhi,consumer,2025-03-18,referral
10191,Customer_10191,female,59,Pune,Maharashtra,home office,2024-10-25,organic search
10192,Customer_10192,male,44,Indore,Madhya Pradesh,consumer,2023-06-02,direct
10193,Customer_10193,female,40,Indore,Madhya Pradesh,consumer,2024-12-24,email
10194,Customer_10194,unknown,55,Udaipur,Rajasthan,consumer,2023-05-21,email
10195,Customer_10195,female,37,Bengaluru,Karnataka,corporate,2023-10-23,paid ads
10196,Customer_10196,female,44,Mysuru,Karnataka,consumer,2023-11-13,organic search
10197,Customer_10197,male,25,Kolkata,West Bengal,corporate,2022-07-26,organic search
10198,Customer_10198,male,54,Bhopal,Madhya Pradesh,home office,2024-04-23,referral
10199,Customer_10199,female,20,Bhopal,Madhya Pradesh,home office,2022-07-13,paid ads
10200,Customer_10200,female,19,Noida,Uttar Pradesh,corporate,2022-10-02,paid ads
10201,Customer_10201,female,39,Jaipur,Rajasthan,consumer,2022-01-05,referral
10202,Customer_10202,male,23,Nashik,Maharashtra,home office,2022-05-01,referral
10203,Customer_10203,male,56,Nagpur,Maharashtra,consumer,2024-01-02,organic search
10204,Customer_10204,other,57,Bhopal,Madhya Pradesh,corporate,2023-05-27,direct
10205,Customer_10205,male,53,Vadodara,Gujarat,consumer,2023-05-30,social media
10206,Customer_10206,male,41,Pune,Maharashtra,consumer,2025-08-07,organic search
10207,Customer_10207,male,29,Nagpur,Maharashtra,consumer,2025-03-08,referral
10208,Customer_10208,female,34,Jaipur,Rajasthan,corporate,2024-03-18,organic search
10209,Customer_10209,female,39,Pune,Maharashtra,consumer,2024-08-25,direct
10210,Customer_10210,male,36,Nashik,Maharashtra,consumer,2023-03-01,social media
10211,Customer_10211,male,26,Surat,Gujarat,corporate,2025-05-05,organic search
10212,Customer_10212,male,29,Kolkata,West Bengal,corporate,2023-08-09,organic search
10213,Customer_10213,male,49,Udaipur,Rajasthan,consumer,2022-06-12,referral
10214,Customer_10214,male,48,New Delhi,Delhi,consumer,2022-08-14,social media
10215,Customer_10215,other,34,Kolkata,West Bengal,consumer,2024-10-27,social media
10216,Customer_10216,male,40,Delhi,Delhi,consumer,2022-09-12,organic search
10217,Customer_10217,male,27,Mysuru,Karnataka,home office,2025-01-21,social media
10218,Customer_10218,female,47,Noida,Uttar Pradesh,consumer,2023-11-02,email
10219,Customer_10219,male,36,Udaipur,Rajasthan,consumer,2025-12-20,paid ads
10220,Customer_10220,female,43,Bhopal,Madhya Pradesh,consumer,2025-01-02,referral
10221,Customer_10221,male,43,Jaipur,Rajasthan,home office,2022-02-15,paid ads
10222,Customer_10222,male,28,Surat,Gujarat,consumer,2022-02-08,referral
10223,Customer_10223,female,37,Mumbai,Maharashtra,consumer,2022-09-04,organic search
10224,Customer_10224,female,21,Mysuru,Karnataka,consumer,2025-11-11,direct
10225,Customer_10225,male,29,Delhi,Delhi,corporate,2022-04-24,referral
10226,Customer_10226,female,42,Delhi,Delhi,home office,2023-02-19,paid ads
10227,Customer_10227,female,27,Ludhiana,Punjab,consumer,2023-06-23,email
10228,Customer_10228,male,39,Coimbatore,Tamil Nadu,consumer,2024-02-06,email
10229,Customer_10229,male,24,Indore,Madhya Pradesh,consumer,2025-06-09,direct
10230,Customer_10230,female,41,Ahmedabad,Gujarat,consumer,2024-04-08,referral
10231,Customer_10231,male,19,Kanpur,Uttar Pradesh,consumer,2025-12-30,referral
10232,Customer_10232,female,49,Warangal,Telangana,consumer,2025-11-23,organic search
10233,Customer_10233,female,38,Surat,Gujarat,consumer,2025-03-17,social media
10234,Customer_10234,female,24,Hyderabad,Telangana,corporate,2025-11-06,referral
10235,Customer_10235,male,25,Delhi,Delhi,consumer,2023-09-05,organic search
10236,Customer_10236,male,55,Kolkata,West Bengal,consumer,2023-05-04,social media
10237,Customer_10237,female,38,Mysuru,Karnataka,consumer,2023-02-24,organic search
10238,Customer_10238,male,25,Nagpur,Maharashtra,consumer,2024-06-10,paid ads
10239,Customer_10239,male,42,Jaipur,Rajasthan,consumer,2023-01-30,referral
10240,Customer_10240,male,45,New Delhi,Delhi,consumer,2023-09-27,paid ads
10241,Customer_10241,male,45,Gurugram,Haryana,corporate,2023-08-26,social media
10242,Customer_10242,female,48,Gurugram,Haryana,home office,2022-05-12,paid ads
10243,Customer_10243,male,53,Gurugram,Haryana,corporate,2022-08-28,social media
10244,Customer_10244,female,42,Mysuru,Karnataka,consumer,2024-08-24,referral
10245,Customer_10245,male,58,Mumbai,Maharashtra,home office,2022-03-29,organic search
10246,Customer_10246,female,54,Gurugram,Haryana,consumer,2023-09-19,organic search
10247,Customer_10247,male,55,Coimbatore,Tamil Nadu,consumer,2023-04-16,paid ads
10248,Customer_10248,female,29,Amritsar,Punjab,consumer,2025-02-28,email
10249,Customer_10249,female,54,Ludhiana,Punjab,consumer,2025-03-23,social media
10250,Customer_10250,male,54,Indore,Madhya Pradesh,home office,2022-02-22,email
10251,Customer_10251,female,48,Mysuru,Karnataka,consumer,2022-04-02,organic search
10252,Customer_10252,male,35,Chennai,Tamil Nadu,consumer,2023-04-09,paid ads
10253,Customer_10253,female,43,Indore,Madhya Pradesh,consumer,2022-11-14,referral
10254,Customer_10254,other,23,Mysuru,Karnataka,corporate,2022-05-26,organic search
10255,Customer_10255,female,26,New Delhi,Delhi,corporate,2022-02-27,organic search
10256,Customer_10256,female,28,Surat,Gujarat,consumer,2023-05-25,referral
10257,Customer_10257,male,48,Gurugram,Haryana,corporate,2022-10-28,organic search
10258,Customer_10258,male,19,Kolkata,West Bengal,corporate,2023-11-17,referral
10259,Customer_10259,male,46,Surat,Gujarat,consumer,2023-04-14,paid ads
10260,Customer_10260,male,59,Pune,Maharashtra,consumer,2022-10-21,social media
10261,Customer_10261,female,22,Ahmedabad,Gujarat,consumer,2022-02-18,paid ads
10262,Customer_10262,male,40,Amritsar,Punjab,consumer,2023-04-15,referral
10263,Customer_10263,female,53,Mumbai,Maharashtra,consumer,2024-10-14,direct
10264,Customer_10264,male,24,Warangal,Telangana,consumer,2023-11-04,referral
10265,Customer_10265,male,30,Bhopal,Madhya Pradesh,consumer,2025-06-18,organic search
10266,Customer_10266,female,59,Noida,Uttar Pradesh,corporate,2022-02-09,organic search
10267,Customer_10267,male,27,Kolkata,West Bengal,consumer,2024-07-13,paid ads
10268,Customer_10268,female,53,Kolkata,West Bengal,consumer,2025-02-14,organic search
10269,Customer_10269,male,33,Bengaluru,Karnataka,consumer,2022-06-16,organic search
10270,Customer_10270,female,32,Bengaluru,Karnataka,consumer,2025-06-10,organic search
10271,Customer_10271,male,60,Lucknow,Uttar Pradesh,consumer,2022-09-10,referral
10272,Customer_10272,male,36,Lucknow,Uttar Pradesh,home office,2022-06-23,paid ads
10273,Customer_10273,female,38,Indore,Madhya Pradesh,consumer,2024-03-13,referral
10274,Customer_10274,female,52,Faridabad,Haryana,consumer,2024-04-15,organic search
10275,Customer_10275,male,32,Hyderabad,Telangana,consumer,2023-03-15,email
10276,Customer_10276,male,31,Warangal,Telangana,consumer,2024-09-01,social media
10277,Customer_10277,male,46,Noida,Uttar Pradesh,home office,2022-02-04,paid ads
10278,Customer_10278,male,22,Jaipur,Rajasthan,consumer,2025-01-24,direct
10279,Customer_10279,female,35,Kolkata,West Bengal,corporate,2022-04-28,email
10280,Customer_10280,female,18,Noida,Uttar Pradesh,home office,2024-01-31,email
10281,Customer_10281,male,44,Indore,Madhya Pradesh,consumer,2025-10-14,organic search
10282,Customer_10282,male,44,Bengaluru,Karnataka,consumer,2023-08-15,referral
10283,Customer_10283,female,42,Mysuru,Karnataka,consumer,2022-02-07,direct
10284,Customer_10284,male,58,Pune,Maharashtra,corporate,2022-09-28,social media
10285,Customer_10285,female,38,Surat,Gujarat,consumer,2024-12-01,organic search
10286,Customer_10286,male,31,Mumbai,Maharashtra,consumer,2022-10-25,organic search
10287,Customer_10287,female,37,Hyderabad,Telangana,consumer,2025-10-04,direct
10288,Customer_10288,male,45,Surat,Gujarat,consumer,2022-01-29,social media
10289,Customer_10289,female,38,Mysuru,Karnataka,home office,2025-11-20,organic search
10290,Customer_10290,male,40,Vadodara,Gujarat,consumer,2023-01-07,referral
10291,Customer_10291,male,28,Nagpur,Maharashtra,consumer,2023-01-03,referral
10292,Customer_10292,female,19,Nashik,Maharashtra,consumer,2024-08-27,email
10293,Customer_10293,male,37,Kanpur,Uttar Pradesh,consumer,2022-12-23,social media
10294,Customer_10294,male,41,Bengaluru,Karnataka,consumer,2025-08-15,email
10295,Customer_10295,male,42,Nagpur,Maharashtra,consumer,2025-08-27,organic search
10296,Customer_10296,male,54,Hyderabad,Telangana,consumer,2022-12-01,referral
10297,Customer_10297,female,39,Kanpur,Uttar Pradesh,consumer,2024-10-10,paid ads
10298,Customer_10298,female,41,New Delhi,Delhi,consumer,2024-11-06,social media
10299,Customer_10299,male,32,Surat,Gujarat,consumer,2022-07-09,organic search
10300,Customer_10300,female,29,Mumbai,Maharashtra,corporate,2025-04-26,email
10301,Customer_10301,male,48,Nashik,Maharashtra,corporate,2023-10-17,email
10302,Customer_10302,female,60,Warangal,Telangana,consumer,2024-01-24,organic search
10303,Customer_10303,male,48,Vadodara,Gujarat,consumer,2022-03-10,referral
10304,Customer_10304,female,47,Udaipur,Rajasthan,corporate,2024-07-30,organic search
10305,Customer_10305,male,58,Kolkata,West Bengal,consumer,2024-01-30,email
10306,Customer_10306,male,37,Amritsar,Punjab,home office,2024-03-18,organic search
10307,Customer_10307,male,25,Warangal,Telangana,home office,2022-06-20,social media
10308,Customer_10308,male,47,Bengaluru,Karnataka,consumer,2023-05-18,paid ads
10309,Customer_10309,female,52,Kanpur,Uttar Pradesh,consumer,2022-03-15,email
10310,Customer_10310,male,38,Delhi,Delhi,consumer,2022-12-21,paid ads
10311,Customer_10311,female,57,Coimbatore,Tamil Nadu,consumer,2023-06-01,paid ads
10312,Customer_10312,male,45,Nashik,Maharashtra,home office,2024-06-26,direct
10313,Customer_10313,female,56,Pune,Maharashtra,home office,2023-03-02,organic search
10314,Customer_10314,female,34,Ludhiana,Punjab,consumer,2024-07-07,direct
10315,Customer_10315,female,29,Noida,Uttar Pradesh,consumer,2025-06-20,social media
10316,Customer_10316,female,35,Kolkata,West Bengal,consumer,2022-10-28,paid ads
10317,Customer_10317,female,45,Coimbatore,Tamil Nadu,consumer,2023-10-07,organic search
10318,Customer_10318,male,20,New Delhi,Delhi,consumer,2024-04-23,social media
10319,Customer_10319,female,32,Mumbai,Maharashtra,home office,2024-05-07,email
10320,Customer_10320,male,33,New Delhi,Delhi,consumer,2025-04-06,social media
10321,Customer_10321,male,39,Surat,Gujarat,consumer,2025-07-31,email
10322,Customer_10322,male,48,Kolkata,West Bengal,consumer,2025-09-02,referral
10323,Customer_10323,female,48,Jaipur,Rajasthan,consumer,2023-03-08,organic search
10324,Customer_10324,male,18,Bengaluru,Karnataka,consumer,2024-12-04,social media
10325,Customer_10325,male,28,Gurugram,Haryana,consumer,2023-08-23,organic search
10326,Customer_10326,male,23,Lucknow,Uttar Pradesh,consumer,2023-11-25,social media
10327,Customer_10327,other,40,Ahmedabad,Gujarat,corporate,2024-06-27,paid ads
10328,Customer_10328,male,26,Vadodara,Gujarat,consumer,2025-07-04,organic search
10329,Customer_10329,male,33,Coimbatore,Tamil Nadu,consumer,2022-06-06,organic search
10330,Customer_10330,male,55,New Delhi,Delhi,corporate,2024-03-07,social media
10331,Customer_10331,female,36,Mysuru,Karnataka,corporate,2022-11-25,paid ads
10332,Customer_10332,female,30,Kanpur,Uttar Pradesh,consumer,2024-04-06,paid ads
10333,Customer_10333,female,49,Nagpur,Maharashtra,consumer,2022-07-11,email
10334,Customer_10334,female,53,Nagpur,Maharashtra,corporate,2023-01-30,organic search
10335,Customer_10335,male,26,Pune,Maharashtra,consumer,2023-10-31,organic search
10336,Customer_10336,female,54,Nagpur,Maharashtra,consumer,2025-01-05,paid ads
10337,Customer_10337,male,48,Indore,Madhya Pradesh,consumer,2023-07-22,organic search
10338,Customer_10338,male,48,Kolkata,West Bengal,consumer,2024-10-14,social media
10339,Customer_10339,male,36,Hyderabad,Telangana,consumer,2024-11-02,referral
10340,Customer_10340,female,19,Mumbai,Maharashtra,consumer,2025-10-19,organic search
