order_id,payment_date,payment_status,payment_amount
200084,2025-08-12,paid,111465.92
200085,2025-04-21,paid,39243.44
200086,2025-02-26,paid,91822.15
200087,2025-01-13,paid,178162.61
200088,2025-07-09,paid,178968.42
200089,2025-06-06,paid,33825.77
200090,2025-12-02,paid,99861.7
200091,2025-12-15,paid,95004.97
200092,2025-09-22,paid,55483.57
200093,2025-12-27,refunded,17023.45
200094,2025-04-15,paid,130448.36
200095,2025-06-13,paid,33851.59
200096,2025-05-21,paid,153854.22
200097,2025-08-27,paid,90215.78
200098,2025-02-15,paid,33200.28
200099,2025-08-29,refunded,2692.94
200100,2025-04-08,paid,86658.73
200101,2025-04-10,paid,148059.11
200102,2025-11-21,paid,9259.86
200103,2025-02-24,paid,128962.06
200104,2025-04-20,paid,51382.75
200105,2025-09-14,paid,81280.5
200106,2025-01-11,paid,75883.33
200107,2025-06-29,paid,21958.58
200108,2025-10-22,paid,4173.45
200109,2025-01-28,paid,191106.74
200110,2025-05-09,paid,58493.53
200111,2025-09-26,paid,98688.66
200112,2025-05-14,paid,138497.8
200113,2025-10-05,paid,98473.24
200114,2025-02-11,paid,215184.3
200115,2025-04-14,paid,18604.0
200116,2025-10-12,paid,60869.62
200117,2025-10-05,paid,182206.16
200118,2025-05-21,paid,39243.44
200119,2025-08-10,paid,59757.2
200120,2025-03-11,paid,44200.63
200121,2025-10-23,paid,75346.09
200122,2025-06-27,paid,135143.1
200123,2025-07-18,paid,93660.41
200124,2025-02-02,paid,134001.65
200125,2025-10-29,paid,23012.47
200126,2025-08-18,paid,140416.92
200127,2025-05-16,paid,39954.31
200128,2025-05-16,paid,251158.11
200129,2025-05-25,paid,98505.99
200130,2025-09-02,paid,245485.67
200131,2025-05-20,paid,130095.1
200132,2025-03-04,paid,42022.92
200133,2025-02-27,paid,53466.82
200134,2025-05-15,paid,44085.41
200135,2025-07-27,paid,77584.76
200136,2025-05-09,paid,38210.29
200137,2025-05-04,refunded,35147.97
200138,2025-08-20,paid,6164.81
200139,2025-02-06,paid,59760.5
200140,2025-09-24,paid,38203.27
200141,2025-04-02,paid,186204.73
200142,2025-01-22,paid,6865.45
200143,2025-05-21,paid,50546.12
200144,2025-09-23,paid,314103.7
200145,2025-05-03,paid,34556.35
200146,2025-08-12,paid,15128.38
200147,2025-01-24,paid,159737.64
200148,2025-02-10,paid,52802.13
200149,2025-08-26,paid,37111.24
200150,2025-08-31,paid,105303.99
200151,2025-05-11,refunded,87007.56
200152,2025-01-25,paid,249242.7
200153,2025-02-25,paid,9511.68
200154,2025-11-29,paid,87119.14
200155,2025-02-16,refunded,12072.19
200156,2025-08-22,paid,26161.8
200157,2025-01-30,failed,33475.6
200158,2025-02-17,paid,101164.59
200159,2025-06-16,paid,22217.68
200160,2025-09-28,paid,17995.47
200161,2025-03-23,failed,43797.48
200162,2025-05-01,paid,33822.25
200163,2025-02-17,paid,151326.41
200164,2025-10-04,paid,77996.88
200165,2025-07-02,paid,28713.81
200166,2025-11-08,paid,73483.46
200167,2025-08-22,paid,26056.84
200168,2025-03-29,paid,60689.53
200169,2025-04-18,paid,53838.58
200170,2025-09-01,paid,31075.58
200171,2025-06-29,paid,13653.02
200172,2025-08-24,paid,89193.26
200173,2025-03-21,paid,50438.84
200174,2025-05-06,paid,57716.77
200175,2025-07-08,paid,151900.38
200176,2025-03-03,paid,36391.38
200177,2025-08-10,paid,126557.7
200178,2025-03-18,paid,102443.32
200179,2025-04-02,paid,27610.3
200180,2025-04-29,paid,63880.38
200181,2025-10-09,paid,119696.49
200182,2025-06-16,paid,10467.54
200183,2025-05-06,paid,48269.44
200184,2025-08-22,paid,49801.68
200185,2025-04-26,paid,120999.26
200186,2025-04-12,refunded,13038.16
200187,2025-06-02,paid,149163.96
200188,2025-03-16,paid,25676.83
200189,2025-12-17,paid,14486.85
200190,2025-06-16,paid,5824.7
200191,2025-03-15,paid,41003.09
200192,2025-12-16,paid,121947.64
200193,2025-12-21,paid,86555.24
200194,2025-01-12,paid,42052.4
200195,2025-10-25,paid,243753.83
200196,2025-08-19,paid,19665.87
200197,2025-05-07,refunded,94588.29
200198,2025-06-04,paid,26646.67
200199,2025-06-11,paid,29544.24
200200,2025-10-05,paid,109806.29
200201,2025-06-29,paid,87729.93
200202,2025-05-26,paid,122290.93
200203,2025-05-22,refunded,59163.73
200204,2025-07-26,paid,46372.72
200205,2025-04-06,paid,84660.71
200206,2025-08-02,paid,57637.59
200207,2025-03-12,paid,92551.25
200208,2025-12-24,paid,63358.13
200209,2025-11-17,paid,22377.89
200210,2025-01-22,paid,25601.35
200211,2025-11-14,refunded,30247.96
200212,2025-12-19,paid,46301.91
200213,2025-04-14,paid,47502.49
200214,2025-03-22,paid,20592.77
200215,2025-07-02,failed,127152.84
200216,2025-01-20,refunded,124469.96
200217,2025-06-06,paid,162357.06
200218,2025-12-10,paid,257180.05
200219,2025-05-09,paid,4393.11
200220,2025-11-13,paid,58146.88
200221,2025-06-12,paid,18519.41
200222,2025-04-30,paid,54133.83
200223,2025-11-28,paid,93379.89
200224,2025-06-25,paid,222321.44
200225,2025-06-04,paid,96141.55
200226,2025-01-23,paid,141184.38
200227,2025-02-03,paid,205068.75
200228,2025-11-11,paid,20509.39
200229,2025-03-02,paid,272244.49
200230,2025-06-08,paid,28984.4
200231,2026-01-01,refunded,176659.57
200232,2025-07-25,paid,70674.16
200233,2025-04-05,paid,82492.96
200234,2025-08-08,refunded,19693.85
200235,2025-11-20,paid,106740.3
200236,2025-04-02,paid,78120.28
200237,2025-06-25,paid,230598.41
200238,2025-02-09,paid,69892.23
200239,2025-07-24,paid,13708.21
200240,2025-08-09,paid,29301.26
200241,2025-02-17,paid,32970.66
200242,2025-09-02,paid,55461.05
200243,2025-03-29,paid,83584.52
200244,2025-06-07,paid,127056.0
200245,2025-06-13,paid,69282.52
200246,2025-01-20,paid,53390.93
200247,2025-05-31,paid,57242.65
200248,2025-07-22,paid,35585.35
200249,2025-11-10,paid,35417.86
200250,2025-06-02,paid,36576.22
200251,2025-04-13,paid,158588.04
200252,2025-09-06,paid,85320.82
200253,2025-04-24,paid,9259.86
200254,2025-08-10,paid,82134.15
200255,2025-12-10,paid,40262.19
200256,2025-12-28,paid,54434.69
200257,2025-01-27,paid,48615.84
200258,2025-10-18,paid,162593.87
200259,2025-04-13,refunded,53028.49
200260,2025-03-22,paid,1071.6
200261,2025-01-17,paid,2036.04
200262,2025-12-09,refunded,148918.58
200263,2025-02-28,paid,122033.9
200264,2025-07-15,paid,94757.98
200265,2025-05-05,paid,92624.17
200266,2025-02-04,paid,319.36
200267,2025-06-28,paid,119314.1
200268,2025-08-10,paid,16700.06
200269,2025-04-11,paid,41765.12
200270,2025-04-14,failed,45886.31
200271,2025-04-30,paid,218676.92
200272,2025-08-31,paid,19545.09
200273,2025-05-01,paid,119664.26
200274,2025-01-10,paid,78994.91
200275,2025-01-11,paid,31396.46
200276,2025-11-15,failed,79995.81
200277,2025-10-10,paid,98310.76
200278,2025-02-13,paid,150317.23
200279,2025-02-18,paid,31235.36
200280,2025-04-08,paid,34126.15
200281,2025-09-05,paid,222303.34
200282,2025-08-13,paid,51716.29
200283,2025-04-27,paid,146992.72
200284,2025-02-01,paid,63645.06
200285,2025-11-29,paid,45785.75
200286,2025-06-04,refunded,9351.31
200287,2025-08-05,paid,31540.27
200288,2025-09-04,paid,191345.49
200289,2025-10-01,paid,135541.58
200290,2025-12-17,paid,63726.43
200291,2025-09-18,paid,52513.0
200292,2025-01-10,paid,33683.74
200293,2025-07-25,paid,113568.7
200294,2025-09-21,paid,234687.72
200295,2025-10-16,failed,94484.42
200296,2025-11-17,paid,55409.05
200297,2025-07-23,paid,88540.8
200298,2025-04-28,paid,180460.8
200299,2025-07-31,paid,125772.84
200300,2025-06-09,paid,31067.58
200301,2025-05-12,paid,8260.76
200302,2025-12-15,paid,76613.44
200303,2025-05-30,paid,33964.7
200304,2025-11-09,paid,27880.8
200305,2025-03-22,paid,3953.8
200306,2025-09-20,paid,116830.49
200307,2025-02-23,paid,11245.05
200308,2025-09-18,paid,129618.32
200309,2025-08-12,failed,93255.42
200310,2025-02-09,paid,221516.71
200311,2025-09-06,paid,111107.11
200312,2025-10-18,paid,71263.92
200313,2025-09-11,paid,63553.36
200314,2025-04-29,failed,68002.51
200315,2025-07-19,paid,155180.52
200316,2025-08-05,paid,25244.22
200317,2025-04-02,paid,191859.52
200318,2025-02-03,paid,14888.8
200319,2025-04-03,paid,11778.45
200320,2025-08-22,paid,6774.13
200321,2025-05-11,paid,127636.74
200322,2025-11-17,failed,19530.07
200323,2025-08-14,paid,42532.01
200324,2025-01-13,paid,30272.64
200325,2025-11-24,paid,83130.12
200326,2025-01-22,paid,112332.38
200327,2025-01-16,paid,37612.88
200328,2025-12-14,paid,18531.62
200329,2025-11-24,failed,224708.44
200330,2025-04-20,paid,123213.8
200331,2025-05-08,paid,199015.83
200332,2025-02-04,paid,31179.01
200333,2025-06-20,paid,116053.15
200334,2025-10-17,paid,91969.68
200335,2025-03-25,paid,41404.04
200336,2025-07-04,paid,84347.99
200337,2025-12-26,paid,49868.68
200338,2025-07-12,paid,34500.92
200339,2025-09-15,paid,41674.06
200340,2025-12-08,refunded,30350.79
200341,2025-10-27,paid,58567.86
200342,2025-06-16,paid,96556.82
200343,2025-09-15,paid,154140.31
200344,2025-07-17,failed,70184.93
200345,2025-08-02,refunded,200305.84
200346,2025-02-16,paid,33608.85
200347,2025-10-31,paid,54940.84
200348,2025-12-29,paid,68872.07
200349,2025-01-14,paid,7446.2
200350,2025-02-22,paid,59989.06
200351,2025-09-22,paid,244131.37
200352,2025-11-23,paid,161250.85
200353,2025-02-12,paid,76599.36
200354,2025-01-08,paid,85807.62
200355,2025-08-19,paid,30728.39
200356,2025-02-14,paid,8333.87
200357,2025-06-21,paid,74761.02
200358,2025-04-13,paid,148681.77
200359,2025-08-11,paid,115457.86
200360,2025-03-12,paid,4475.54
200361,2025-05-05,paid,8136.87
200362,2025-03-18,paid,126694.98
200363,2025-10-27,refunded,113120.93
200364,2025-10-23,paid,50467.01
200365,2025-07-27,paid,34128.06
200366,2025-11-16,paid,101333.77
200367,2025-06-23,paid,33589.46
200368,2025-08-07,paid,82728.48
200369,2025-11-01,paid,77655.87
200370,2025-07-14,paid,65760.94
200371,2025-12-02,paid,77840.94
200372,2025-06-04,failed,108730.23
200373,2025-02-13,paid,213500.57
200374,2025-01-24,paid,120578.59
200375,2025-07-06,refunded,108744.42
200376,2025-08-05,paid,159084.74
200377,2025-02-13,paid,60029.83
200378,2025-12-29,paid,128091.85
200379,2025-04-25,paid,156078.73
200380,2025-08-19,paid,72263.3
200381,2025-04-21,paid,174853.02
200382,2025-05-21,failed,66230.11
200383,2025-04-18,paid,72722.96
200384,2025-11-13,paid,44004.46
200385,2025-05-20,paid,134352.0
200386,2025-09-15,paid,59177.02
200387,2025-12-18,paid,18604.0
200388,2025-03-17,paid,31971.57
200389,2025-08-21,failed,61840.64
200390,2025-07-31,paid,28044.39
200391,2025-03-02,failed,53970.09
200392,2025-02-09,paid,112713.3
200393,2025-09-22,paid,117462.63
200394,2025-08-02,paid,107555.53
200395,2025-05-18,paid,36495.98
200396,2025-10-09,paid,60978.74
200397,2025-03-01,refunded,30443.19
200398,2025-10-02,paid,105187.27
200399,2025-02-22,paid,55921.64
200400,2025-07-27,paid,37920.07
200401,2025-01-06,paid,88202.76
200402,2025-11-20,paid,33840.82
200403,2025-04-18,paid,104640.53
200404,2025-09-01,paid,153984.24
200405,2025-05-28,paid,48357.3
200406,2025-06-30,paid,88906.0
200407,2025-06-25,paid,20911.44
200408,2025-11-19,paid,15885.89
200409,2025-05-19,paid,164776.57
200410,2025-06-24,paid,15993.46
200411,2025-09-12,paid,75853.07
200412,2025-09-07,paid,104941.8
200413,2025-05-19,paid,100826.55
200414,2025-01-23,paid,1784.57
200415,2025-02-09,paid,120509.73
200416,2025-01-29,paid,43929.67
200417,2025-10-09,paid,31943.24
200418,2025-10-06,paid,130916.38
200419,2025-04-30,paid,80486.91
200420,2025-09-11,paid,139718.79
200421,2025-12-28,paid,52113.32
200422,2025-03-06,paid,64858.12
200423,2025-03-15,paid,77725.16
200424,2025-11-01,paid,51619.27
200425,2025-11-13,paid,7405.89
200426,2025-06-25,paid,64691.34
200427,2025-09-20,failed,50048.21
200428,2025-10-15,paid,47234.82
200429,2025-03-17,paid,82032.31
200430,2025-03-23,refunded,159081.93
200431,2025-02-14,paid,80726.35
200432,2025-08-23,paid,168653.79
200433,2025-01-06,paid,67145.5
200434,2025-03-21,paid,106854.23
200435,2025-06-30,refunded,196368.2
200436,2025-05-21,failed,23012.47
200437,2025-11-01,paid,5997.55
200438,2025-01-07,paid,43040.2
200439,2025-11-23,failed,121306.42
200440,2025-08-02,paid,1609.86
200441,2025-01-04,paid,134088.13
200442,2025-07-06,paid,29561.46
200443,2025-09-09,paid,31095.54
200444,2025-08-05,paid,178639.87
200445,2025-03-20,paid,42250.27
200446,2025-02-15,paid,42534.59
200447,2025-06-08,paid,84565.11
200448,2025-01-21,paid,37919.45
200449,2025-12-10,paid,37712.59
200450,2025-08-11,paid,61982.16
200451,2025-03-17,paid,153842.45
200452,2025-07-10,paid,905.54
200453,2025-12-31,paid,45939.44
200454,2025-09-19,paid,132302.6
200455,2025-05-27,paid,905.54
200456,2025-05-11,paid,387086.97
200457,2025-10-07,paid,29287.4
200458,2025-10-31,paid,275276.52
200459,2025-07-12,paid,14839.29
200460,2025-05-31,paid,107547.34
200461,2025-11-05,paid,85732.37
200462,2025-04-07,paid,159322.81
200463,2025-02-09,paid,47663.29
200464,2025-06-06,paid,127372.16
200465,2025-10-30,paid,156605.6
200466,2025-12-16,paid,21859.02
200467,2025-02-13,paid,124076.46
200468,2025-11-13,paid,63049.31
200469,2025-05-09,paid,60674.71
200470,2025-11-10,paid,115974.06
200471,2025-03-19,paid,130389.88
200472,2025-04-06,paid,102679.2
200473,2025-09-23,paid,61982.16
200474,2025-11-04,paid,51260.14
200475,2025-08-14,paid,82940.35
200476,2025-04-24,refunded,29363.02
200477,2025-08-26,paid,73557.16
200478,2025-07-24,paid,147419.65
200479,2025-10-16,paid,221140.56
200480,2025-09-22,paid,158315.59
200481,2025-03-19,paid,28751.9
200482,2025-05-25,paid,118108.87
200483,2025-11-13,paid,94008.02
200484,2025-03-29,paid,104542.98
200485,2025-09-11,paid,254325.83
200486,2025-11-29,paid,95027.26
200487,2025-08-22,paid,143851.98
200488,2025-10-24,paid,69151.08
200489,2025-11-18,paid,48529.06
200490,2025-05-10,paid,52621.05
200491,2025-10-15,paid,41234.29
200492,2025-11-15,paid,173336.14
200493,2025-01-29,paid,12915.87
200494,2025-08-19,paid,56414.77
200495,2025-10-22,paid,95219.84
200496,2025-01-08,paid,50630.13
200497,2025-02-01,paid,32257.91
200498,2025-08-03,paid,41858.94
200499,2025-04-26,paid,25977.87
200500,2025-08-04,paid,11663.94
200501,2025-06-13,paid,79155.93
200502,2025-06-19,paid,118855.69
200503,2025-08-09,paid,14350.97
200504,2025-09-20,paid,89442.89
200505,2025-08-03,paid,78906.29
200506,2025-09-18,paid,25029.15
200507,2025-10-30,paid,15772.28
200508,2025-11-27,paid,21690.45
200509,2025-05-13,paid,35818.6
200510,2025-04-17,paid,16342.54
200511,2025-02-23,paid,21838.08
200512,2025-04-18,paid,67356.6
200513,2025-11-12,paid,227115.06
200514,2025-10-16,paid,30728.39
200515,2025-09-13,paid,110988.38
200516,2025-10-07,paid,27880.8
200517,2025-02-17,paid,70628.54
200518,2025-05-14,paid,128288.16
200519,2025-01-26,paid,12715.07
200520,2025-04-30,paid,107817.05
200521,2025-08-27,paid,144379.43
200522,2025-11-03,paid,39030.75
200523,2025-02-10,refunded,79550.34
200524,2025-09-08,paid,36072.98
200525,2025-11-20,paid,59061.52
200526,2025-04-01,paid,16839.31
200527,2025-04-04,paid,95951.11
200528,2025-03-24,paid,14643.7
200529,2025-05-11,paid,63291.39
200530,2025-04-01,paid,129042.5
200531,2025-04-12,failed,59871.82
200532,2025-03-21,paid,191452.12
200533,2025-02-12,paid,144584.62
200534,2025-05-03,paid,22099.88
200535,2025-10-15,paid,51049.84
200536,2025-01-25,paid,132071.79
200537,2025-05-27,paid,113965.96
200538,2025-09-15,paid,105307.27
200539,2025-01-08,paid,323557.26
200540,2025-10-06,paid,223401.43
200541,2025-07-06,paid,46957.79
200542,2025-04-08,paid,22377.89
200543,2025-01-27,paid,63943.15
200544,2025-10-21,paid,74535.11
200545,2025-08-18,paid,125957.43
200546,2025-06-25,paid,51007.63
200547,2025-05-17,refunded,255259.04
200548,2025-10-16,paid,17995.47
200549,2025-11-06,paid,87447.39
200550,2025-03-13,paid,29307.02
200551,2025-10-10,paid,63686.08
200552,2025-12-18,paid,34802.08
200553,2025-12-10,paid,40325.68
200554,2025-12-26,paid,1006.16
200555,2025-11-29,refunded,18965.28
200556,2025-08-20,paid,91857.45
200557,2025-12-09,paid,71909.26
200558,2025-11-16,paid,17019.42
200559,2025-11-05,paid,42455.88
200560,2025-09-16,paid,102219.08
200561,2025-06-22,paid,41858.94
200562,2025-02-01,paid,22010.77
200563,2025-07-22,paid,49720.01
200564,2025-03-23,paid,120601.34
200565,2025-12-20,paid,79563.51
200566,2025-03-19,paid,123321.17
200567,2025-09-22,paid,15891.41
200568,2025-03-27,paid,106056.98
200569,2025-08-06,paid,104482.3
200570,2025-05-04,paid,39849.81
200571,2025-01-20,paid,147589.02
200572,2025-05-29,paid,6025.99
200573,2025-01-07,paid,43442.5
200574,2025-03-27,paid,96071.38
200575,2025-05-30,paid,130872.81
200576,2025-11-13,paid,54730.18
200577,2025-07-06,paid,12416.17
200578,2025-11-24,paid,904.89
200579,2025-10-30,paid,119927.37
200580,2025-11-15,paid,11049.07
200581,2025-07-13,paid,96799.7
200582,2025-10-09,paid,183483.15
200583,2025-07-08,paid,154964.43
200584,2025-01-18,paid,33941.84
200585,2025-11-14,paid,61823.3
200586,2025-05-31,paid,151280.88
200587,2025-02-17,paid,271746.72
200588,2025-01-12,paid,23399.87
200589,2025-08-21,paid,47090.82
200590,2025-04-23,paid,55446.21
200591,2025-06-12,paid,179941.69
200592,2025-08-18,paid,13421.47
200593,2025-07-03,paid,35189.4
200594,2025-02-26,paid,102255.59
200595,2025-09-24,paid,55166.44
200596,2025-02-06,paid,74525.19
200597,2025-03-23,paid,53433.99
200598,2025-01-06,paid,219985.9
200599,2025-05-09,paid,117102.3
200600,2025-03-10,paid,126900.21
200601,2025-07-10,paid,79024.11
200602,2025-09-03,paid,32322.68
200603,2025-01-09,paid,121632.45
200604,2025-06-08,paid,88698.18
200605,2025-03-12,paid,68953.07
200606,2025-05-17,paid,74592.96
200607,2025-10-27,paid,207914.93
200608,2025-11-17,paid,74408.32
200609,2025-09-07,paid,73043.28
200610,2025-11-21,paid,9465.56
200611,2025-02-16,paid,11778.45
200612,2025-04-28,paid,55557.48
200613,2025-08-16,paid,129751.66
200614,2025-02-28,refunded,61955.32
200615,2025-09-04,paid,39369.62
200616,2025-02-28,paid,3734.14
200617,2025-05-24,paid,10838.51
200618,2025-07-11,paid,231154.15
200619,2025-01-09,paid,93167.84
200620,2025-10-04,paid,117580.6
200621,2025-05-17,paid,99051.68
200622,2025-02-10,paid,112020.25
200623,2025-07-15,paid,152766.28
200624,2025-11-24,paid,99672.94
200625,2025-01-27,paid,156431.04
200626,2025-04-15,paid,46405.69
200627,2025-06-02,paid,106719.7
200628,2025-08-05,paid,10207.27
200629,2025-08-19,paid,63910.67
200630,2025-09-26,paid,205253.55
200631,2025-06-14,paid,164784.68
200632,2025-10-16,paid,148363.75
200633,2025-06-18,paid,63879.19
200634,2025-09-06,paid,173443.61
200635,2025-06-24,paid,100274.69
200636,2025-01-09,failed,112235.58
200637,2025-10-06,paid,34588.14
200638,2025-02-28,paid,99064.08
200639,2025-03-27,paid,59697.0
200640,2025-05-31,paid,186073.5
200641,2025-11-18,paid,48754.75
200642,2025-03-01,paid,158960.92
200643,2025-05-05,paid,39723.05
200644,2025-02-11,paid,206372.58
200645,2025-12-06,paid,78641.02
200646,2025-06-24,failed,176290.39
200647,2025-09-18,paid,84427.76
200648,2025-11-22,failed,314161.56
200649,2025-06-25,paid,114664.12
200650,2025-07-08,paid,53433.99
200651,2025-09-01,paid,141996.88
200652,2025-12-05,paid,1695.34
200653,2025-04-05,failed,71104.7
200654,2025-03-04,paid,50434.29
200655,2025-08-09,paid,75689.06
200656,2025-01-11,paid,123958.21
200657,2025-08-03,paid,72793.59
200658,2025-07-28,paid,177153.75
200659,2025-07-29,paid,25284.69
200660,2025-03-28,refunded,55818.22
200661,2025-07-26,paid,25664.57
200662,2025-12-14,paid,67874.77
200663,2025-06-05,paid,28590.83
200664,2025-06-13,paid,114634.86
200665,2025-04-26,paid,209384.01
200666,2025-12-29,paid,168820.65
200667,2025-09-09,refunded,48060.28
200668,2025-07-03,paid,18266.56
200669,2025-06-15,paid,236678.78
200670,2025-11-26,paid,48051.84
200671,2025-03-22,paid,59088.47
200672,2025-01-09,paid,70791.95
200673,2025-11-24,paid,32512.2
200674,2025-03-30,paid,4486.62
200675,2025-01-08,paid,63552.29
200676,2025-02-07,paid,223175.4
200677,2025-09-11,paid,70297.0
200678,2025-04-10,paid,67522.57
200679,2025-03-22,paid,359322.09
200680,2025-10-13,paid,90590.47
200681,2025-09-30,paid,52780.54
200682,2025-08-12,paid,146785.96
200683,2025-07-15,paid,45287.5
200684,2025-08-17,paid,31954.46
200685,2025-03-29,paid,91312.14
200686,2025-03-01,paid,167945.52
200687,2025-06-21,paid,59720.34
200688,2025-04-10,paid,58289.84
200689,2025-05-29,paid,149304.04
200690,2025-12-26,paid,25261.53
200691,2025-01-19,paid,22927.98
200692,2025-07-05,paid,72753.69
200693,2025-05-24,paid,79388.73
200694,2025-12-01,paid,135263.78
200695,2025-03-06,paid,176577.29
200696,2025-06-13,paid,111028.01
200697,2025-02-10,paid,143002.03
200698,2025-07-01,paid,242576.69
200699,2025-08-23,paid,20120.31
200700,2025-03-04,paid,4161.36
200701,2025-08-17,paid,78667.72
200702,2025-08-28,failed,67866.87
200703,2025-02-28,paid,190432.94
200704,2025-08-23,paid,160383.76
200705,2025-03-28,paid,1338.07
200706,2025-07-24,paid,28613.28
200707,2025-02-12,paid,200044.62
200708,2025-01-19,paid,56185.41
200709,2025-04-17,paid,88393.56
200710,2025-01-28,paid,57276.36
200711,2025-04-05,paid,2714.67
200712,2025-08-03,refunded,33968.13
200713,2025-07-04,paid,94288.4
200714,2025-08-06,paid,96797.98
200715,2025-06-03,paid,97918.79
200716,2025-09-18,paid,227424.17
200717,2025-10-30,paid,133938.1
200718,2025-04-29,paid,5515.88
200719,2025-05-14,paid,49699.89
200720,2025-07-28,paid,148158.01
200721,2025-09-23,paid,239285.09
200722,2025-11-21,paid,286402.38
200723,2025-07-11,paid,123184.34
200724,2025-06-09,paid,153292.28
200725,2025-03-17,paid,37580.28
200726,2025-02-23,paid,72241.25
200727,2025-08-17,paid,107067.7
200728,2025-04-06,paid,67446.44
200729,2025-10-19,paid,109412.61
200730,2025-10-19,paid,73423.8
200731,2025-11-20,paid,45815.88
200732,2025-06-30,paid,3308.78
200733,2025-04-18,paid,38998.44
200734,2025-03-20,paid,105839.98
200735,2025-01-04,paid,105490.67
200736,2025-11-07,paid,18918.59
200737,2025-07-07,paid,54191.8
200738,2025-01-20,paid,28626.83
200739,2025-10-05,paid,40893.75
200740,2025-05-18,paid,86355.32
200741,2025-01-28,paid,6595.53
200742,2025-05-17,paid,69435.6
200743,2025-01-19,paid,12622.7
200744,2025-10-12,paid,188254.9
200745,2025-10-29,paid,6540.45
200746,2025-05-20,paid,43889.88
200747,2025-08-20,paid,305598.24
200748,2025-12-09,paid,175984.4
200749,2025-09-14,paid,169083.96
200750,2025-08-07,paid,50311.24
200751,2025-05-12,paid,20509.39
200752,2025-12-25,paid,69604.16
200753,2025-09-14,paid,44863.76
200754,2025-04-06,paid,1695.34
200755,2025-10-04,failed,11405.41
200756,2025-12-03,paid,148631.35
200757,2025-10-30,paid,26560.22
200758,2025-01-15,paid,35465.24
200759,2025-06-28,paid,61397.44
200760,2025-09-20,paid,15155.38
200761,2025-04-01,paid,135744.75
200762,2025-04-06,refunded,203784.38
200763,2025-12-01,paid,144694.88
200764,2025-01-31,paid,66786.78
200765,2025-07-04,paid,232540.99
200766,2025-03-16,failed,116941.26
200767,2025-02-25,paid,42595.62
200768,2025-11-20,paid,10517.29
200769,2025-02-19,paid,45485.31
200770,2025-09-06,paid,121149.47
200771,2025-08-25,paid,35098.6
200772,2025-04-29,paid,134478.77
200773,2025-09-20,paid,27778.74
